Duration (ms), Start date, End date, Start station, End station, Bike number, Member type
198101, 2017/1/10 18:31, 2017/1/10 18:34, Adams Mill & Columbia Rd NW, Calvert St & Woodley Pl NW, W20353, Member
1583218, 2017/1/10 18:31, 2017/1/10 18:57, 17th & K St NW, Columbia Pike & S Orme St, W20161, Member
228038, 2017/1/10 18:31, 2017/1/10 18:35, 7th & R St NW / Shaw Library, 14th & R St NW, W01271, Member
1236365, 2017/1/10 18:31, 2017/1/10 18:52, 15th & P St NW, Gallaudet / 8th St & Florida Ave NE, W00107, Member
266355, 2017/1/10 18:31, 2017/1/10 18:35, 5th & K St NW, New Jersey Ave & R St NW, W21417, Member
1184076, 2017/1/10 18:31, 2017/1/10 18:51, Georgetown Harbor / 30th St NW, 5th St & Massachusetts Ave NW, W01012, Member
799186, 2017/1/10 18:31, 2017/1/10 18:45, 14th & L St NW, Columbia Rd & Belmont St NW, W20008, Member
286490, 2017/1/10 18:31, 2017/1/10 18:36, Takoma Metro, Carroll & Ethan Allen Ave, W00819, Member
116766, 2017/1/10 18:31, 2017/1/10 18:33, 14th & Irving St NW, 11th & Kenyon St NW, W21856, Member
229573, 2017/1/10 18:31, 2017/1/10 18:35, 18th & M St NW, 17th & Corcoran St NW, W23091, Member
1204313, 2017/1/10 18:32, 2017/1/10 18:52, Calvert St & Woodley Pl NW, 14th & Harvard St NW, W22668, Member
790889, 2017/1/10 18:32, 2017/1/10 18:45, 10th & K St NW, Eckington Pl & Q St NE, W22746, Member
565353, 2017/1/10 18:32, 2017/1/10 18:41, 17th St & Massachusetts Ave NW, 8th & O St NW, W21501, Member
319330, 2017/1/10 18:32, 2017/1/10 18:37, Crystal City Metro / 18th & Bell St, Pentagon City Metro / 12th & S Hayes St, W22830, Member
994858, 2017/1/10 18:32, 2017/1/10 18:48, Prince St & Union St, Duke St & John Carlyle St, W00622, Member
1305055, 2017/1/10 18:32, 2017/1/10 18:54, 7th & F St NW / National Portrait Gallery, 13th & H St NE, W21558, Casual
520597, 2017/1/10 18:32, 2017/1/10 18:41, 5th & K St NW, 3rd & H St NE, W20816, Member
323969, 2017/1/10 18:32, 2017/1/10 18:37, King St Metro South, King St & Patrick St, W01280, Member
267302, 2017/1/10 18:32, 2017/1/10 18:36, 11th & O St NW, 12th & U St NW, W21130, Member
714846, 2017/1/10 18:32, 2017/1/10 18:44, Convention Center / 7th & M St NW, 10th & Florida Ave NW, W22653, Member
459288, 2017/1/10 18:32, 2017/1/10 18:40, 14th & R St NW, 7th & T St NW, W21621, Member
694154, 2017/1/10 18:32, 2017/1/10 18:44, 17th & K St NW, 22nd & P ST NW, W22075, Member
206299, 2017/1/10 18:32, 2017/1/10 18:36, Aurora Hills Community Ctr/18th & Hayes St, Pentagon City Metro / 12th & S Hayes St, W20573, Member
282010, 2017/1/10 18:32, 2017/1/10 18:37, 21st St & Pennsylvania Ave NW, 17th & K St NW, W21378, Member
1196879, 2017/1/10 18:32, 2017/1/10 18:52, Lincoln Memorial, 14th & Rhode Island Ave NW, W20368, Member
250022, 2017/1/10 18:33, 2017/1/10 18:37, North Capitol St & F St NW, New Jersey Ave & L St NW, W00020, Member
948733, 2017/1/10 18:33, 2017/1/10 18:49, 18th & M St NW, Adams Mill & Columbia Rd NW, w00059, Member
1009809, 2017/1/10 18:33, 2017/1/10 18:50, 18th & R St NW, 8th & O St NW, W22624, Member
424989, 2017/1/10 18:33, 2017/1/10 18:40, 5th & K St NW, 1st & Rhode Island Ave NW, W21198, Member
1397239, 2017/1/10 18:33, 2017/1/10 18:57, Jefferson Memorial, 15th & Crystal Dr, W21645, Member
519638, 2017/1/10 18:33, 2017/1/10 18:42, Eastern Market Metro / Pennsylvania Ave & 7th St SE, Lincoln Park / 13th & East Capitol St NE , W20960, Member
264534, 2017/1/10 18:34, 2017/1/10 18:38, "LEnfant Plaza / 7th & C St SW", 6th St & Indiana Ave NW, W22523, Member
1522591, 2017/1/10 18:34, 2017/1/10 18:59, Rhode Island & Connecticut Ave NW, 8th & F St NE, W20815, Member
304629, 2017/1/10 18:34, 2017/1/10 18:39, Thomas Circle, 17th & K St NW, W20409, Member
463388, 2017/1/10 18:34, 2017/1/10 18:41, Pentagon City Metro / 12th & S Hayes St, 6th & S Ball St, W22180, Member
207315, 2017/1/10 18:34, 2017/1/10 18:37, D St & Maryland Ave NE, Columbus Circle / Union Station, W22656, Member
971661, 2017/1/10 18:34, 2017/1/10 18:50, 13th & H St NE, Convention Center / 7th & M St NW, W22697, Member
413540, 2017/1/10 18:34, 2017/1/10 18:41, 4th & E St SW, 6th St & Indiana Ave NW, W21908, Member
743648, 2017/1/10 18:34, 2017/1/10 18:46, 22nd & I St NW / Foggy Bottom, 8th & O St NW, W20287, Member
551769, 2017/1/10 18:34, 2017/1/10 18:43, M St & Pennsylvania Ave NW, Massachusetts Ave & Dupont Circle NW, W00141, Member
600539, 2017/1/10 18:34, 2017/1/10 18:44, 6th St & Indiana Ave NW, 2nd & G St NE, W22169, Member
720130, 2017/1/10 18:35, 2017/1/10 18:47, Rosslyn Metro / Wilson Blvd & Ft Myer Dr, N Veitch  & 20th St N, W23038, Member
629106, 2017/1/10 18:35, 2017/1/10 18:45, 8th & Eye St SE / Barracks Row, 2nd & G St NE, W20880, Member
189555, 2017/1/10 18:35, 2017/1/10 18:38, Minnesota Ave Metro/DOES, Benning Branch Library, W20763, Member
770816, 2017/1/10 18:35, 2017/1/10 18:48, 18th St & Pennsylvania Ave NW, Adams Mill & Columbia Rd NW, W20470, Member
416962, 2017/1/10 18:35, 2017/1/10 18:42, 10th & K St NW, 15th & P St NW, W22353, Member
935422, 2017/1/10 18:35, 2017/1/10 18:50, 5th & K St NW, 15th & F St NE, W00345, Member
638818, 2017/1/10 18:35, 2017/1/10 18:46, 8th & O St NW, 10th & E St NW, W01305, Member
601437, 2017/1/10 18:35, 2017/1/10 18:45, 10th & E St NW, 2nd St & Massachusetts Ave NE, W00665, Member
978169, 2017/1/10 18:35, 2017/1/10 18:51, 18th St & Pennsylvania Ave NW, 15th & Euclid St  NW, W22052, Member
483051, 2017/1/10 18:35, 2017/1/10 18:43, Columbus Circle / Union Station, 8th & East Capitol St NE, W22278, Member
544552, 2017/1/10 18:35, 2017/1/10 18:44, Calvert St & Woodley Pl NW, Lamont & Mt Pleasant NW, W20353, Member
911170, 2017/1/10 18:35, 2017/1/10 18:50, 18th St & Wyoming Ave NW, 15th & K St NW, W01275, Member
223099, 2017/1/10 18:35, 2017/1/10 18:39, 21st & I St NW, 25th St & Pennsylvania Ave NW, W22026, Member
1764981, 2017/1/10 18:36, 2017/1/10 19:05, D St & Maryland Ave NE, D St & Maryland Ave NE, W20268, Member
332681, 2017/1/10 18:36, 2017/1/10 18:41, Saint Asaph St & Pendleton  St, Braddock Rd Metro, W21043, Member
467451, 2017/1/10 18:36, 2017/1/10 18:43, 14th St & New York Ave NW, Rhode Island & Connecticut Ave NW, W21720, Member
350462, 2017/1/10 18:36, 2017/1/10 18:42, Eastern Market / 7th & North Carolina Ave SE, 15th & East Capitol St NE, W21530, Member
304619, 2017/1/10 18:36, 2017/1/10 18:41, 5th & F St NW, North Capitol St & F St NW, W22466, Member
626695, 2017/1/10 18:36, 2017/1/10 18:46, 1st & M St NE, 11th & O St NW, W00068, Member
962004, 2017/1/10 18:36, 2017/1/10 18:52, 7th & T St NW, Massachusetts Ave & Dupont Circle NW, W01326, Member
1390167, 2017/1/10 18:36, 2017/1/10 18:59, 24th & N St NW, 1st & M St NE, W20429, Member
832894, 2017/1/10 18:36, 2017/1/10 18:50, 21st & M St NW, 11th & S St NW, W20180, Casual
181975, 2017/1/10 18:36, 2017/1/10 18:39, 16th & Harvard St NW, 14th & Girard St NW, W20575, Member
1727589, 2017/1/10 18:36, 2017/1/10 19:05, 18th St & Pennsylvania Ave NW, McKinley St & Connecticut Ave NW, W22602, Member
119490, 2017/1/10 18:36, 2017/1/10 18:38, Tenleytown / Wisconsin Ave & Albemarle St NW, 39th & Veazey St NW, W21912, Member
349179, 2017/1/10 18:37, 2017/1/10 18:42, 19th & L St NW, 12th & L St NW, W21622, Member
1603051, 2017/1/10 18:37, 2017/1/10 19:03, 10th St & Constitution Ave NW, Court House Metro / 15th & N Uhle St , W22810, Member
775801, 2017/1/10 18:37, 2017/1/10 18:50, 18th & M St NW, 14th & V St NW, W20204, Member
627885, 2017/1/10 18:37, 2017/1/10 18:48, 23rd & E St NW , 17th & Corcoran St NW, W20228, Member
565599, 2017/1/10 18:37, 2017/1/10 18:47, 19th & L St NW, C & O Canal & Wisconsin Ave NW, W22251, Member
195177, 2017/1/10 18:38, 2017/1/10 18:41, 19th & East Capitol St SE, 15th & East Capitol St NE, W22097, Member
433895, 2017/1/10 18:38, 2017/1/10 18:45, 5th & F St NW, 2nd St & Massachusetts Ave NE, W22837, Member
568243, 2017/1/10 18:38, 2017/1/10 18:47, New York Ave & 15th St NW, 22nd & I St NW / Foggy Bottom, W21218, Member
846149, 2017/1/10 18:38, 2017/1/10 18:52, Metro Center / 12th & G St NW, 22nd & P ST NW, W21746, Member
252190, 2017/1/10 18:38, 2017/1/10 18:42, Virginia Square Metro / N Monroe St & 9th St N, N Quincy St & Glebe Rd, W21999, Member
454445, 2017/1/10 18:38, 2017/1/10 18:45, M St & New Jersey Ave SE, Eastern Market / 7th & North Carolina Ave SE, W22920, Member
305523, 2017/1/10 18:38, 2017/1/10 18:43, Washington Blvd & 10th St N, Clarendon Blvd & N Fillmore St, W21199, Member
253325, 2017/1/10 18:38, 2017/1/10 18:42, 15th & P St NW, 11th & M St NW, W22733, Member
233374, 2017/1/10 18:38, 2017/1/10 18:42, 15th & Euclid St  NW, 10th & Florida Ave NW, W20689, Member
1583638, 2017/1/10 18:38, 2017/1/10 19:05, 34th & Water St NW, 3rd & Elm St NW, W21559, Member
1398296, 2017/1/10 18:38, 2017/1/10 19:02, 14th & G St NW, Columbia Rd & Georgia Ave NW, W22873, Member
538231, 2017/1/10 18:38, 2017/1/10 18:47, Commerce St & Fayette St, Saint Asaph St & Pendleton  St, W21805, Member
846635, 2017/1/10 18:39, 2017/1/10 18:53, Lynn & 19th St North, 22nd & P ST NW, W20724, Member
360747, 2017/1/10 18:39, 2017/1/10 18:45, 18th & R St NW, 21st & M St NW, W01260, Member
987728, 2017/1/10 18:39, 2017/1/10 18:55, McKinley St & Connecticut Ave NW, Tenleytown / Wisconsin Ave & Albemarle St NW, W23029, Member
218424, 2017/1/10 18:39, 2017/1/10 18:43, Ripley & Bonifant St, Fenton St & Gist Ave, W22370, Member
359831, 2017/1/10 18:39, 2017/1/10 18:45, 15th & P St NW, 14th & V St NW, W21909, Member
773347, 2017/1/10 18:39, 2017/1/10 18:52, 11th & H St NE, 5th & F St NW, W22080, Member
595406, 2017/1/10 18:40, 2017/1/10 18:49, 1st & M St NE, 13th & H St NE, W23240, Member
1261803, 2017/1/10 18:40, 2017/1/10 19:01, Lee Hwy & N Scott St, 14th & V St NW, W20198, Member
1398354, 2017/1/10 18:40, 2017/1/10 19:03, Jefferson Memorial, 27th & Crystal Dr, W22359, Member
205174, 2017/1/10 18:40, 2017/1/10 18:43, Bethesda Metro, Woodmont Ave & Strathmore St, W21528, Member
369515, 2017/1/10 18:40, 2017/1/10 18:46, Lincoln Park / 13th & East Capitol St NE , 12th St & Pennsylvania Ave SE, W01173, Member
467199, 2017/1/10 18:40, 2017/1/10 18:48, 14th & Rhode Island Ave NW, 17th & K St NW, W20501, Member
351476, 2017/1/10 18:40, 2017/1/10 18:46, Columbus Circle / Union Station, 15th & F St NE, W20873, Member
311381, 2017/1/10 18:40, 2017/1/10 18:46, Massachusetts Ave & Dupont Circle NW, 18th St & Wyoming Ave NW, W20148, Member
607107, 2017/1/10 18:41, 2017/1/10 18:51, Washington & Independence Ave SW/HHS, 6th St & Indiana Ave NW, W20821, Member
672306, 2017/1/10 18:41, 2017/1/10 18:52, 12th & L St NW, 25th St & Pennsylvania Ave NW, W00962, Member
1014027, 2017/1/10 18:41, 2017/1/10 18:58, Columbia Pike & S Dinwiddie St / Arlington Mill Community Center, N Quincy St & Glebe Rd, W22444, Member
392269, 2017/1/10 18:41, 2017/1/10 18:48, 11th & F St NW, 8th & O St NW, W01089, Member
470109, 2017/1/10 18:41, 2017/1/10 18:49, Columbus Circle / Union Station, Lincoln Park / 13th & East Capitol St NE , W23138, Member
300579, 2017/1/10 18:41, 2017/1/10 18:46, Braddock Rd Metro, Mount Vernon Ave & E Nelson Ave, W22844, Member
577023, 2017/1/10 18:41, 2017/1/10 18:51, King St Metro South, Franklin & S Washington St, W20208, Member
150863, 2017/1/10 18:41, 2017/1/10 18:44, Ballston Metro / N Stuart & 9th St N, Wilson Blvd & N Quincy St, W22340, Member
299619, 2017/1/10 18:42, 2017/1/10 18:47, Ballston Metro / N Stuart & 9th St N, George Mason Dr & Wilson Blvd, W22465, Member
447439, 2017/1/10 18:42, 2017/1/10 18:49, 8th & O St NW, Florida Ave & R St NW, W20521, Member
561667, 2017/1/10 18:42, 2017/1/10 18:51, Columbus Circle / Union Station, 15th & F St NE, W22656, Member
258991, 2017/1/10 18:42, 2017/1/10 18:46, D St & Maryland Ave NE, Columbus Circle / Union Station, W01187, Member
443009, 2017/1/10 18:42, 2017/1/10 18:49, 19th & K St NW, 11th & M St NW, W22581, Member
281996, 2017/1/10 18:42, 2017/1/10 18:47, 19th & G St NW, 25th St & Pennsylvania Ave NW, W22956, Member
182308, 2017/1/10 18:42, 2017/1/10 18:45, 14th St & Spring Rd NW, 14th & Upshur St NW, W22497, Member
415181, 2017/1/10 18:42, 2017/1/10 18:49, 18th & M St NW, California St & Florida Ave NW, W20961, Member
371780, 2017/1/10 18:43, 2017/1/10 18:49, New Hampshire Ave & T St NW, 15th & P St NW, W22285, Member
495573, 2017/1/10 18:43, 2017/1/10 18:51, Columbus Circle / Union Station, Eastern Market / 7th & North Carolina Ave SE, W22770, Member
471653, 2017/1/10 18:43, 2017/1/10 18:51, New Hampshire Ave & T St NW, 15th & P St NW, W21717, Member
902456, 2017/1/10 18:43, 2017/1/10 18:58, 1st & M St NE, 14th & V St NW, W21144, Member
546251, 2017/1/10 18:43, 2017/1/10 18:52, 22nd & I St NW / Foggy Bottom, Thomas Circle, W00597, Member
575238, 2017/1/10 18:43, 2017/1/10 18:53, Columbus Circle / Union Station, 13th & D St NE, W22828, Member
280399, 2017/1/10 18:43, 2017/1/10 18:48, Takoma Metro, Philadelphia & Maple Ave, W20650, Member
293680, 2017/1/10 18:43, 2017/1/10 18:48, 18th & R St NW, 15th & P St NW, W23250, Member
452529, 2017/1/10 18:43, 2017/1/10 18:51, Constitution Ave & 2nd St NW/DOL, "LEnfant Plaza / 7th & C St SW", W20557, Member
1429929, 2017/1/10 18:43, 2017/1/10 19:07, 1st & Washington Hospital Center NW, New York Ave & Hecht Ave NE, W21295, Member
530852, 2017/1/10 18:44, 2017/1/10 18:52, 17th & K St NW, Massachusetts Ave & Dupont Circle NW, W20427, Member
202411, 2017/1/10 18:44, 2017/1/10 18:47, Westpark & Jones Branch Dr, Tysons Corner Station, W23089, Member
760479, 2017/1/10 18:44, 2017/1/10 18:57, 19th & K St NW, Adams Mill & Columbia Rd NW, W22875, Member
650318, 2017/1/10 18:44, 2017/1/10 18:55, 22nd & I St NW / Foggy Bottom, 18th & R St NW, W22189, Member
378214, 2017/1/10 18:44, 2017/1/10 18:51, 39th & Veazey St NW, Fessenden St & Wisconsin Ave NW, W21912, Member
494638, 2017/1/10 18:44, 2017/1/10 18:53, Columbia Rd & Belmont St NW, Park Rd & Holmead Pl NW, W00231, Member
714660, 2017/1/10 18:44, 2017/1/10 18:56, 24th & N St NW, New Hampshire Ave & T St NW, W22724, Member
389626, 2017/1/10 18:44, 2017/1/10 18:51, Clarendon Metro / Wilson Blvd & N Highland St, Lee Hwy & N Monroe St, W23231, Member
590782, 2017/1/10 18:45, 2017/1/10 18:55, 21st St & Pennsylvania Ave NW, California St & Florida Ave NW, W00837, Member
162024, 2017/1/10 18:45, 2017/1/10 18:48, 17th & K St NW / Farragut Square, 17th St & Massachusetts Ave NW, W23183, Member
1284664, 2017/1/10 18:45, 2017/1/10 19:07, 21st St & Pennsylvania Ave NW, 3rd & H St NW, W00401, Member
198518, 2017/1/10 18:45, 2017/1/10 18:49, 12th & L St NW, 11th & O St NW, W21622, Member
544302, 2017/1/10 18:46, 2017/1/10 18:55, 12th & U St NW, 14th & Rhode Island Ave NW, W23097, Member
2015888, 2017/1/10 18:46, 2017/1/10 19:19, 14th & Irving St NW, D St & Maryland Ave NE, W22756, Member
364407, 2017/1/10 18:46, 2017/1/10 18:52, Clarendon Blvd & N Fillmore St, N Veitch  & 20th St N, W21134, Member
2683701, 2017/1/10 18:46, 2017/1/10 19:30, Eastern Market / 7th & North Carolina Ave SE, 15th & East Capitol St NE, W22920, Member
390529, 2017/1/10 18:46, 2017/1/10 18:52, Columbia Rd & Georgia Ave NW, 10th & U St NW, W21608, Member
990153, 2017/1/10 18:46, 2017/1/10 19:02, Convention Center / 7th & M St NW, 19th & G St NW, W21214, Member
1164721, 2017/1/10 18:46, 2017/1/10 19:06, 10th & K St NW, 13th & D St NE, W01106, Member
448535, 2017/1/10 18:46, 2017/1/10 18:54, 10th & K St NW, 7th & T St NW, W21982, Member
348298, 2017/1/10 18:46, 2017/1/10 18:52, Takoma Metro, Carroll & Ethan Allen Ave, W21946, Member
240858, 2017/1/10 18:46, 2017/1/10 18:50, D St & Maryland Ave NE, Columbus Circle / Union Station, W00181, Member
556433, 2017/1/10 18:46, 2017/1/10 18:56, Georgetown Harbor / 30th St NW, Lynn & 19th St North, W01220, Member
369112, 2017/1/10 18:47, 2017/1/10 18:53, 14th & R St NW, 14th & Rhode Island Ave NW, W01313, Member
820528, 2017/1/10 18:47, 2017/1/10 19:01, Metro Center / 12th & G St NW, 23rd & E St NW , W21319, Member
253044, 2017/1/10 18:47, 2017/1/10 18:51, Thomas Circle, 17th & K St NW / Farragut Square, W20231, Member
412556, 2017/1/10 18:47, 2017/1/10 18:54, 19th & G St NW, New Hampshire Ave & 24th St NW, W01136, Member
503963, 2017/1/10 18:48, 2017/1/10 18:56, 17th & G St NW, 14th & Rhode Island Ave NW, W20230, Member
333144, 2017/1/10 18:48, 2017/1/10 18:53, 18th St & Pennsylvania Ave NW, 15th & K St NW, W21460, Member
303906, 2017/1/10 18:48, 2017/1/10 18:53, 1st & D St SE, Eastern Market Metro / Pennsylvania Ave & 7th St SE, W22788, Member
933122, 2017/1/10 18:48, 2017/1/10 19:03, 11th & M St NW, 14th & G St NW, W00492, Member
533897, 2017/1/10 18:48, 2017/1/10 18:57, North Capitol St & G Pl NE, 11th & M St NW, W22046, Member
496086, 2017/1/10 18:48, 2017/1/10 18:56, Columbus Circle / Union Station, 13th & D St NE, W20090, Member
233478, 2017/1/10 18:48, 2017/1/10 18:52, 13th St & New York Ave NW, 12th & L St NW, W22453, Member
324560, 2017/1/10 18:48, 2017/1/10 18:53, 14th & Rhode Island Ave NW, 14th & V St NW, W22418, Member
885398, 2017/1/10 18:48, 2017/1/10 19:03, 11th & S St NW, 16th & Harvard St NW, W01171, Member
163990, 2017/1/10 18:48, 2017/1/10 18:51, Georgia & New Hampshire Ave NW, 14th St & Spring Rd NW, W00129, Member
559745, 2017/1/10 18:49, 2017/1/10 18:58, Connecticut Ave & Newark St NW / Cleveland Park, Wisconsin Ave & Newark St NW, W01360, Member
831590, 2017/1/10 18:49, 2017/1/10 19:02, 13th St & New York Ave NW, 17th & Corcoran St NW, W20856, Member
386354, 2017/1/10 18:49, 2017/1/10 18:55, Columbus Circle / Union Station, 11th & H St NE, W22729, Member
228672, 2017/1/10 18:49, 2017/1/10 18:53, 14th & L St NW, 17th & K St NW, W22800, Member
395044, 2017/1/10 18:49, 2017/1/10 18:56, Eastern Market Metro / Pennsylvania Ave & 7th St SE, Lincoln Park / 13th & East Capitol St NE , W21243, Member
558750, 2017/1/10 18:49, 2017/1/10 18:59, 17th & K St NW / Farragut Square, M St & Pennsylvania Ave NW, W22962, Member
247715, 2017/1/10 18:49, 2017/1/10 18:54, Rhode Island Ave Metro, Hamlin & 7th St NE, W01348, Member
685898, 2017/1/10 18:49, 2017/1/10 19:01, 19th & G St NW, 14th & V St NW, W00170, Member
157759, 2017/1/10 18:50, 2017/1/10 18:52, Thomas Circle, 14th & Rhode Island Ave NW, W21206, Member
2039442, 2017/1/10 18:50, 2017/1/10 19:24, 1st & M St NE, 8th & H St NW, W00407, Casual
847366, 2017/1/10 18:50, 2017/1/10 19:04, Kennedy Center, Vermont Ave & I St NW, W21347, Member
326589, 2017/1/10 18:50, 2017/1/10 18:55, 3000 Connecticut Ave NW / National Zoo, Calvert & Biltmore St NW, W01123, Member
346576, 2017/1/10 18:50, 2017/1/10 18:56, Massachusetts Ave & Dupont Circle NW, 20th St & Florida Ave NW, W00497, Member
197711, 2017/1/10 18:50, 2017/1/10 18:54, 15th & P St NW, 17th & Corcoran St NW, W20140, Member
257702, 2017/1/10 18:51, 2017/1/10 18:55, Potomac & Pennsylvania Ave SE, 8th & Eye St SE / Barracks Row, W20281, Member
309818, 2017/1/10 18:51, 2017/1/10 18:56, 8th & O St NW, Florida Ave & R St NW, W21501, Member
731251, 2017/1/10 18:51, 2017/1/10 19:03, 5th & F St NW, D St & Maryland Ave NE, W21030, Member
880930, 2017/1/10 18:51, 2017/1/10 19:05, Fessenden St & Wisconsin Ave NW, Offutt Ln & Chevy Chase Dr, W21912, Member
1039502, 2017/1/10 18:51, 2017/1/10 19:08, Metro Center / 12th & G St NW, 14th & V St NW, W22535, Member
227831, 2017/1/10 18:51, 2017/1/10 18:55, Mount Vernon Ave & E Nelson Ave, Mount Vernon Ave & E Del Ray Ave, W22844, Member
552020, 2017/1/10 18:51, 2017/1/10 19:00, 20th & O St NW / Dupont South, Georgetown Harbor / 30th St NW, W00876, Member
547922, 2017/1/10 18:51, 2017/1/10 19:00, 20th & O St NW / Dupont South, Georgetown Harbor / 30th St NW, W20556, Member
749861, 2017/1/10 18:51, 2017/1/10 19:04, 19th & L St NW, California St & Florida Ave NW, W21858, Member
990337, 2017/1/10 18:51, 2017/1/10 19:08, Eckington Pl & Q St NE, 16th & R St NW, W21003, Member
650481, 2017/1/10 18:51, 2017/1/10 19:02, Columbus Circle / Union Station, 1st & O St NW, W01187, Member
433654, 2017/1/10 18:51, 2017/1/10 18:59, King St Metro South, Prince St & Union St, W22604, Member
556103, 2017/1/10 18:52, 2017/1/10 19:01, Rhode Island & Connecticut Ave NW, 8th & O St NW, W00767, Member
159499, 2017/1/10 18:52, 2017/1/10 18:54, Convention Center / 7th & M St NW, 11th & M St NW, W22697, Member
2226550, 2017/1/10 18:52, 2017/1/10 19:29, 14th & Harvard St NW, 9th & Upshur St NW, W22668, Member
962867, 2017/1/10 18:52, 2017/1/10 19:08, Calvert St & Woodley Pl NW, 14th & V St NW, W20971, Member
257961, 2017/1/10 18:52, 2017/1/10 18:56, Eastern Market Metro / Pennsylvania Ave & 7th St SE, 14th & D St SE, W00980, Member
524943, 2017/1/10 18:52, 2017/1/10 19:01, 15th & Euclid St  NW, Massachusetts Ave & Dupont Circle NW, W22052, Member
476220, 2017/1/10 18:52, 2017/1/10 19:00, 37th & O St NW / Georgetown University, 25th St & Pennsylvania Ave NW, W21457, Member
413180, 2017/1/10 18:52, 2017/1/10 18:59, 3rd & M St NE, 11th & H St NE, W22594, Member
510641, 2017/1/10 18:53, 2017/1/10 19:01, 14th & V St NW, Massachusetts Ave & Dupont Circle NW, W21909, Member
374734, 2017/1/10 18:53, 2017/1/10 18:59, 14th & Irving St NW, Adams Mill & Columbia Rd NW, W00063, Member
711694, 2017/1/10 18:53, 2017/1/10 19:05, 8th & H St NW, 3rd & M St NE, W20665, Member
970306, 2017/1/10 18:53, 2017/1/10 19:09, New York Ave & 15th St NW, 34th St & Wisconsin Ave NW, W00371, Member
331338, 2017/1/10 18:53, 2017/1/10 18:58, 14th & Irving St NW, 14th & V St NW, W21954, Member
757402, 2017/1/10 18:53, 2017/1/10 19:06, 22nd & I St NW / Foggy Bottom, Thomas Circle, W21218, Member
242444, 2017/1/10 18:53, 2017/1/10 18:57, 7th & T St NW, Florida Ave & R St NW, W21621, Member
468711, 2017/1/10 18:53, 2017/1/10 19:01, 5th St & Massachusetts Ave NW, 3rd & H St NE, W22744, Member
233240, 2017/1/10 18:54, 2017/1/10 18:58, 18th & M St NW, 14th & Rhode Island Ave NW, W20026, Member
613769, 2017/1/10 18:54, 2017/1/10 19:04, 3rd & M St NE, Hamlin & 7th St NE, W20309, Member
424955, 2017/1/10 18:54, 2017/1/10 19:01, 1st & M St NE, 11th & H St NE, W22420, Member
695756, 2017/1/10 18:54, 2017/1/10 19:06, 6th St & Indiana Ave NW, 2nd St & Massachusetts Ave NE, W21908, Member
259189, 2017/1/10 18:54, 2017/1/10 18:59, 14th & Girard St NW, 14th & V St NW, W20201, Member
863088, 2017/1/10 18:54, 2017/1/10 19:09, Metro Center / 12th & G St NW, 4th & M St SW, W22295, Member
231634, 2017/1/10 18:54, 2017/1/10 18:58, Massachusetts Ave & Dupont Circle NW, 16th & R St NW, W22520, Member
925152, 2017/1/10 18:54, 2017/1/10 19:10, Potomac Ave & 35th St S, Pentagon City Metro / 12th & S Hayes St, W21763, Member
349820, 2017/1/10 18:54, 2017/1/10 19:00, Eastern Market Metro / Pennsylvania Ave & 7th St SE, Lincoln Park / 13th & East Capitol St NE , W22788, Member
149898, 2017/1/10 18:54, 2017/1/10 18:57, 26th & S Clark St, 20th & Crystal Dr, W00883, Member
235893, 2017/1/10 18:55, 2017/1/10 18:59, 10th & K St NW, 14th & G St NW, W23133, Member
444218, 2017/1/10 18:55, 2017/1/10 19:02, 11th & M St NW, 17th St & Massachusetts Ave NW, W22581, Member
1009765, 2017/1/10 18:55, 2017/1/10 19:12, 21st St & Pennsylvania Ave NW, 5th & K St NW, W21007, Member
264123, 2017/1/10 18:55, 2017/1/10 18:59, 22nd & I St NW / Foggy Bottom, 22nd & P ST NW, W00921, Member
896746, 2017/1/10 18:55, 2017/1/10 19:10, 6th St & Indiana Ave NW, Lincoln Park / 13th & East Capitol St NE , W20821, Member
874508, 2017/1/10 18:56, 2017/1/10 19:10, 14th & D St NW / Ronald Reagan Building, 17th & Corcoran St NW, W01018, Member
327743, 2017/1/10 18:56, 2017/1/10 19:01, New Hampshire Ave & T St NW, 7th & T St NW, W22734, Member
180229, 2017/1/10 18:56, 2017/1/10 18:59, 17th St & Massachusetts Ave NW, Thomas Circle, W01013, Member
1231809, 2017/1/10 18:56, 2017/1/10 19:16, 37th & O St NW / Georgetown University, 14th & Harvard St NW, W00873, Member
520310, 2017/1/10 18:56, 2017/1/10 19:05, 21st & I St NW, Thomas Circle, W21235, Member
188322, 2017/1/10 18:56, 2017/1/10 18:59, 3rd & D St SE, Eastern Market / 7th & North Carolina Ave SE, W22339, Member
204505, 2017/1/10 18:56, 2017/1/10 19:00, Columbia Pike & S Walter Reed Dr, Walter Reed Community Center / Walter Reed Dr & 16th St S, W01031, Member
675433, 2017/1/10 18:56, 2017/1/10 19:07, 13th & H St NE, New Jersey Ave & N St NW/Dunbar HS, W21788, Member
416137, 2017/1/10 18:56, 2017/1/10 19:03, 16th & Harvard St NW, 14th & V St NW, W20224, Member
2561029, 2017/1/10 18:56, 2017/1/10 19:39, Friendship Blvd & Willard Ave, 7th & F St NW / National Portrait Gallery, W00515, Member
291198, 2017/1/10 18:57, 2017/1/10 19:01, Long Bridge Park/Long Bridge Dr & 6th St S, Eads St & 15th St S, W22784, Member
279766, 2017/1/10 18:57, 2017/1/10 19:01, 14th & V St NW, California St & Florida Ave NW, W21522, Member
