Duration (ms), Start date, End date, Start station, End station, Bike number, Member type
221834, 2017/1/1 0:00, 2017/1/1 0:04, 3rd & Tingey St SE, M St & New Jersey Ave SE, W00869, Member
1676854, 2017/1/1 0:06, 2017/1/1 0:34, Lincoln Memorial, 8th & D St NW, W00894, Casual
1356956, 2017/1/1 0:07, 2017/1/1 0:29, Henry Bacon Dr & Lincoln Memorial Circle NW, New York Ave & 15th St NW, W21945, Casual
1327901, 2017/1/1 0:07, 2017/1/1 0:29, Henry Bacon Dr & Lincoln Memorial Circle NW, New York Ave & 15th St NW, W20012, Casual
1636768, 2017/1/1 0:07, 2017/1/1 0:34, Lincoln Memorial, 8th & D St NW, W22786, Casual
1603358, 2017/1/1 0:08, 2017/1/1 0:34, Lincoln Memorial, 8th & D St NW, W20890, Casual
473337, 2017/1/1 0:08, 2017/1/1 0:16, 13th & H St NE, 3rd & H St NE, W20340, Member
200077, 2017/1/1 0:11, 2017/1/1 0:14, Adams Mill & Columbia Rd NW, Calvert St & Woodley Pl NW, W20398, Member
748899, 2017/1/1 0:13, 2017/1/1 0:25, Prince St & Union St, Saint Asaph & Madison St, W00365, Member
912960, 2017/1/1 0:14, 2017/1/1 0:29, 14th & R St NW, Eckington Pl & Q St NE, W20771, Member
383416, 2017/1/1 0:16, 2017/1/1 0:22, Market Square / King St & Royal St, King St Metro South, W00232, Member
600116, 2017/1/1 0:16, 2017/1/1 0:26, Prince St & Union St, King St Metro South, W22493, Member
2062467, 2017/1/1 0:16, 2017/1/1 0:50, Prince St & Union St, Saint Asaph St & Pendleton  St, W20659, Casual
2017185, 2017/1/1 0:16, 2017/1/1 0:50, Prince St & Union St, Saint Asaph St & Pendleton  St, W01371, Casual
404401, 2017/1/1 0:17, 2017/1/1 0:23, 3rd & H St NE, 5th St & Massachusetts Ave NW, W21959, Member
981681, 2017/1/1 0:18, 2017/1/1 0:34, Lamont & Mt Pleasant NW, 20th St & Florida Ave NW, W01127, Member
750576, 2017/1/1 0:18, 2017/1/1 0:31, 17th & G St NW, 15th & P St NW, W20571, Member
195997, 2017/1/1 0:18, 2017/1/1 0:22, 12th & U St NW, 7th & T St NW, W01018, Member
244163, 2017/1/1 0:21, 2017/1/1 0:25, 14th & V St NW, 15th & Euclid St  NW, W21976, Member
280239, 2017/1/1 0:22, 2017/1/1 0:26, Court House Metro / 15th & N Uhle St , Arlington Blvd & N Queen St, W00389, Casual
555059, 2017/1/1 0:23, 2017/1/1 0:32, New Hampshire Ave & T St NW, 11th & O St NW, W22017, Member
543776, 2017/1/1 0:23, 2017/1/1 0:32, New Hampshire Ave & T St NW, 11th & O St NW, W20059, Member
483888, 2017/1/1 0:24, 2017/1/1 0:32, 5th St & Massachusetts Ave NW, 17th & K St NW, W21328, Member
216569, 2017/1/1 0:25, 2017/1/1 0:28, Ballston Metro / N Stuart & 9th St N, N Quincy St & Glebe Rd, W20248, Member
36943984, 2017/1/1 0:25, 2017/1/1 10:41, Lincoln Memorial, 11th & O St NW, W20716, Casual
1903953, 2017/1/1 0:25, 2017/1/1 0:57, Lincoln Memorial, 8th & O St NW, W00367, Casual
228273, 2017/1/1 0:25, 2017/1/1 0:29, 15th & K St NW, 14th & Rhode Island Ave NW, W01220, Member
653869, 2017/1/1 0:26, 2017/1/1 0:37, 11th & M St NW, 14th & R St NW, W21359, Member
414133, 2017/1/1 0:28, 2017/1/1 0:34, 1st & Rhode Island Ave NW, 1st & H St NW, W22698, Member
427363, 2017/1/1 0:28, 2017/1/1 0:35, 1st & O St NW, Florida Ave & R St NW, W21357, Casual
1016126, 2017/1/1 0:30, 2017/1/1 0:47, M St & Pennsylvania Ave NW, Massachusetts Ave & Dupont Circle NW, W01043, Casual
975845, 2017/1/1 0:30, 2017/1/1 0:47, M St & Pennsylvania Ave NW, Massachusetts Ave & Dupont Circle NW, W22193, Casual
1091781, 2017/1/1 0:31, 2017/1/1 0:49, 15th & P St NW, Columbia Rd & Georgia Ave NW, W20571, Member
645218, 2017/1/1 0:32, 2017/1/1 0:42, 14th & L St NW, Columbus Circle / Union Station, W23189, Casual
864827, 2017/1/1 0:32, 2017/1/1 0:47, 10th & K St NW, 11th & Kenyon St NW, W00372, Member
744537, 2017/1/1 0:32, 2017/1/1 0:45, 1st & Rhode Island Ave NW, 2nd & G St NE, W20523, Member
668342, 2017/1/1 0:34, 2017/1/1 0:45, 15th & P St NW, 3rd & Elm St NW, W00114, Member
666949, 2017/1/1 0:34, 2017/1/1 0:45, 15th & P St NW, 3rd & Elm St NW, W00640, Member
341970, 2017/1/1 0:35, 2017/1/1 0:41, 14th & V St NW, 17th & Corcoran St NW, W21245, Member
660715, 2017/1/1 0:35, 2017/1/1 0:46, 7th & T St NW, New Hampshire Ave & T St NW, W01407, Member
808094, 2017/1/1 0:35, 2017/1/1 0:49, 3rd & Elm St NW, 14th & Rhode Island Ave NW, W00834, Member
857562, 2017/1/1 0:36, 2017/1/1 0:50, Convention Center / 7th & M St NW, 20th & O St NW / Dupont South, W22828, Casual
1158191, 2017/1/1 0:36, 2017/1/1 0:55, New Jersey Ave & R St NW, 8th & F St NE, W21878, Member
1031773, 2017/1/1 0:37, 2017/1/1 0:54, 15th & Euclid St  NW, 1st & M St NE, W20778, Member
551591, 2017/1/1 0:39, 2017/1/1 0:48, 8th & O St NW, Eckington Pl & Q St NE, W22610, Member
507158, 2017/1/1 0:39, 2017/1/1 0:48, 14th & Girard St NW, Columbia Rd & Belmont St NW, W00651, Member
241506, 2017/1/1 0:40, 2017/1/1 0:44, Lincoln Park / 13th & East Capitol St NE , 4th & East Capitol St NE, W20776, Member
561484, 2017/1/1 0:40, 2017/1/1 0:50, 11th & M St NW, 20th & O St NW / Dupont South, W22531, Member
556975, 2017/1/1 0:40, 2017/1/1 0:50, 11th & M St NW, 20th & O St NW / Dupont South, W20656, Member
1730270, 2017/1/1 0:42, 2017/1/1 1:11, 16th & Irving St NW, 1st & M St NE, W22119, Member
570001, 2017/1/1 0:43, 2017/1/1 0:52, 3rd & H St NW, D St & Maryland Ave NE, W21465, Member
577980, 2017/1/1 0:43, 2017/1/1 0:53, 3rd & H St NW, D St & Maryland Ave NE, W20619, Member
754660, 2017/1/1 0:44, 2017/1/1 0:57, 12th & U St NW, 21st & M St NW, W00028, Casual
341340, 2017/1/1 0:44, 2017/1/1 0:50, 14th & R St NW, 8th & O St NW, W20402, Member
337464, 2017/1/1 0:45, 2017/1/1 0:50, 14th & R St NW, 8th & O St NW, W22491, Member
81510, 2017/1/1 0:46, 2017/1/1 0:48, Henry St & Pendleton St, Henry St & Pendleton St, W00553, Casual
397928, 2017/1/1 0:47, 2017/1/1 0:53, 18th St & Wyoming Ave NW, 11th & S St NW, W20936, Member
311623, 2017/1/1 0:51, 2017/1/1 0:56, 6th & K St NE, 11th & H St NE, W00683, Casual
944911, 2017/1/1 0:51, 2017/1/1 1:06, 5th St & Massachusetts Ave NW, 20th & E St NW, W21071, Member
287650, 2017/1/1 0:51, 2017/1/1 0:56, 6th & K St NE, 11th & H St NE, W00081, Casual
198466, 2017/1/1 0:51, 2017/1/1 0:55, 16th & Harvard St NW, New Hampshire Ave & T St NW, W23122, Member
520909, 2017/1/1 0:52, 2017/1/1 1:01, Lamont & Mt Pleasant NW, 17th & Corcoran St NW, W22350, Member
469256, 2017/1/1 0:52, 2017/1/1 1:00, Lamont & Mt Pleasant NW, 17th & Corcoran St NW, W22181, Member
274500, 2017/1/1 0:52, 2017/1/1 0:57, 14th St & New York Ave NW, 12th & L St NW, W20706, Member
967392, 2017/1/1 0:53, 2017/1/1 1:09, King St Metro North / Cameron St, Commonwealth & E Monroe Ave, W20037, Casual
223081, 2017/1/1 0:53, 2017/1/1 0:57, 15th & East Capitol St NE, 15th & F St NE, W20470, Member
220367, 2017/1/1 0:53, 2017/1/1 0:57, 15th & East Capitol St NE, 15th & F St NE, W20556, Member
942986, 2017/1/1 0:53, 2017/1/1 1:09, King St Metro North / Cameron St, Commonwealth & E Monroe Ave, W22669, Casual
1390807, 2017/1/1 0:55, 2017/1/1 1:18, King St & Patrick St, Royal & Wilkes St, W01205, Casual
877090, 2017/1/1 0:55, 2017/1/1 1:10, 14th & G St NW, 15th & Euclid St  NW, W00598, Member
279451, 2017/1/1 0:55, 2017/1/1 1:00, 3rd & Elm St NW, 7th & R St NW / Shaw Library, W22403, Member
1313705, 2017/1/1 0:56, 2017/1/1 1:18, King St & Patrick St, Royal & Wilkes St, W00975, Casual
1443629, 2017/1/1 0:57, 2017/1/1 1:21, Saint Asaph & Madison St, Ballenger Ave & Dulaney St, W00365, Member
454340, 2017/1/1 0:57, 2017/1/1 1:04, 7th & T St NW, 16th & R St NW, W01263, Member
1415138, 2017/1/1 0:57, 2017/1/1 1:21, 14th & Rhode Island Ave NW, 21st & M St NW, W21091, Member
308196, 2017/1/1 0:58, 2017/1/1 1:03, Ripley & Bonifant St, East West Hwy & 16th St, W21096, Member
455618, 2017/1/1 0:59, 2017/1/1 1:07, 3rd & M St NE, 4th & East Capitol St NE, W22502, Member
394189, 2017/1/1 1:00, 2017/1/1 1:06, Potomac & Pennsylvania Ave SE, Good Hope Rd & 14th St SE, W21372, Member
3045411, 2017/1/1 1:02, 2017/1/1 1:53, 14th St & Spring Rd NW, Potomac & Pennsylvania Ave SE, W21647, Member
376789, 2017/1/1 1:02, 2017/1/1 1:09, Tenleytown / Wisconsin Ave & Albemarle St NW, Connecticut & Nebraska Ave NW, W01447, Member
879117, 2017/1/1 1:04, 2017/1/1 1:19, Adams Mill & Columbia Rd NW, 3rd & M St NE, W20334, Member
325359, 2017/1/1 1:04, 2017/1/1 1:10, 11th & S St NW, 17th & Corcoran St NW, W20936, Member
335859, 2017/1/1 1:05, 2017/1/1 1:10, 14th & Rhode Island Ave NW, New Jersey Ave & R St NW, W22958, Member
1412283, 2017/1/1 1:06, 2017/1/1 1:29, 3rd & M St NE, 21st & M St NW, W21156, Member
435438, 2017/1/1 1:06, 2017/1/1 1:13, Park Rd & Holmead Pl NW, 14th St Heights / 14th & Crittenden St NW, W21677, Member
1023879, 2017/1/1 1:06, 2017/1/1 1:23, 13th & H St NE, 7th & T St NW, W22097, Member
1626644, 2017/1/1 1:07, 2017/1/1 1:34, Hamlin & 7th St NE, New Hampshire Ave & T St NW, W01122, Member
257483, 2017/1/1 1:08, 2017/1/1 1:13, Columbus Circle / Union Station, 3rd & H St NE, W21284, Member
246975, 2017/1/1 1:09, 2017/1/1 1:13, Columbus Circle / Union Station, 3rd & H St NE, W22281, Member
1207183, 2017/1/1 1:09, 2017/1/1 1:29, 14th & G St NW, Henry Bacon Dr & Lincoln Memorial Circle NW, W22798, Casual
479615, 2017/1/1 1:09, 2017/1/1 1:17, 5th St & Massachusetts Ave NW, 14th & Rhode Island Ave NW, W20290, Member
1180959, 2017/1/1 1:09, 2017/1/1 1:29, 14th & G St NW, Henry Bacon Dr & Lincoln Memorial Circle NW, W20583, Casual
476331, 2017/1/1 1:09, 2017/1/1 1:17, 5th St & Massachusetts Ave NW, 14th & Rhode Island Ave NW, W22768, Member
621961, 2017/1/1 1:09, 2017/1/1 1:19, Kennedy Center, M St & Pennsylvania Ave NW, W21549, Member
603161, 2017/1/1 1:09, 2017/1/1 1:19, 16th & R St NW, 5th & K St NW, W22482, Member
401271, 2017/1/1 1:10, 2017/1/1 1:17, 7th & T St NW, 14th & Rhode Island Ave NW, W01018, Member
780927, 2017/1/1 1:12, 2017/1/1 1:25, New Jersey Ave & R St NW, 14th & R St NW, W01250, Member
749086, 2017/1/1 1:12, 2017/1/1 1:24, Adams Mill & Columbia Rd NW, Calvert St & Woodley Pl NW, W22632, Casual
743582, 2017/1/1 1:12, 2017/1/1 1:25, Adams Mill & Columbia Rd NW, Calvert St & Woodley Pl NW, W01484, Casual
746930, 2017/1/1 1:12, 2017/1/1 1:25, Adams Mill & Columbia Rd NW, Calvert St & Woodley Pl NW, W00634, Casual
743565, 2017/1/1 1:13, 2017/1/1 1:25, 13th & D St NE, 1st & K St SE, W01047, Member
311103, 2017/1/1 1:13, 2017/1/1 1:18, 14th & R St NW, 11th & S St NW, W21785, Member
720462, 2017/1/1 1:13, 2017/1/1 1:25, 13th & D St NE, 1st & K St SE, W00743, Member
1196262, 2017/1/1 1:14, 2017/1/1 1:33, 6th St & Indiana Ave NW, 8th & Eye St SE / Barracks Row, W22339, Member
258861, 2017/1/1 1:14, 2017/1/1 1:19, 6th St & Indiana Ave NW, 5th & K St NW, W22848, Member
1103950, 2017/1/1 1:15, 2017/1/1 1:33, 21st & M St NW, 21st & M St NW, W20914, Casual
602509, 2017/1/1 1:15, 2017/1/1 1:25, Adams Mill & Columbia Rd NW, Calvert St & Woodley Pl NW, W00133, Casual
507650, 2017/1/1 1:16, 2017/1/1 1:25, 7th & T St NW, New Jersey Ave & N St NW/Dunbar HS, W00348, Member
919185, 2017/1/1 1:17, 2017/1/1 1:33, 1st & Rhode Island Ave NW, 11th & H St NE, W21860, Member
458081, 2017/1/1 1:18, 2017/1/1 1:26, Eastern Market Metro / Pennsylvania Ave & 7th St SE, Bladensburg Rd & Benning Rd NE, W20302, Member
872746, 2017/1/1 1:19, 2017/1/1 1:34, 17th & K St NW, 10th & E St NW, W01463, Casual
434513, 2017/1/1 1:20, 2017/1/1 1:27, 18th St & Wyoming Ave NW, 11th & S St NW, W21717, Member
830872, 2017/1/1 1:20, 2017/1/1 1:34, 17th & K St NW, 10th & E St NW, W21407, Casual
428830, 2017/1/1 1:21, 2017/1/1 1:28, Massachusetts Ave & Dupont Circle NW, 14th & V St NW, W22203, Member
2102652, 2017/1/1 1:22, 2017/1/1 1:57, 34th & Water St NW, 3rd & D St SE, W00648, Casual
415867, 2017/1/1 1:23, 2017/1/1 1:30, Adams Mill & Columbia Rd NW, Lamont & Mt Pleasant NW, W22399, Member
1196991, 2017/1/1 1:25, 2017/1/1 1:45, 7th & T St NW, 4th & East Capitol St NE, W22097, Member
403744, 2017/1/1 1:25, 2017/1/1 1:32, 16th & Harvard St NW, 11th & Kenyon St NW, W20816, Member
368773, 2017/1/1 1:26, 2017/1/1 1:32, 16th & Harvard St NW, 11th & Kenyon St NW, W20671, Member
218564, 2017/1/1 1:28, 2017/1/1 1:32, 16th & Harvard St NW, 14th & Irving St NW, W22742, Member
463848, 2017/1/1 1:29, 2017/1/1 1:37, 4th & M St SW, 3rd & G St SE, W21317, Member
446296, 2017/1/1 1:29, 2017/1/1 1:37, 4th & M St SW, 3rd & G St SE, W01449, Member
256403, 2017/1/1 1:30, 2017/1/1 1:34, 16th & R St NW, Massachusetts Ave & Dupont Circle NW, W01263, Member
1236135, 2017/1/1 1:31, 2017/1/1 1:51, Jefferson Dr & 14th St SW, Maryland Ave & E St NE, W00620, Member
220727, 2017/1/1 1:34, 2017/1/1 1:38, 2nd & G St NE, 1st & M St NE, W01108, Member
390224, 2017/1/1 1:34, 2017/1/1 1:41, California St & Florida Ave NW, 12th & U St NW, W00799, Casual
490190, 2017/1/1 1:34, 2017/1/1 1:43, 12th & U St NW, Convention Center / 7th & M St NW, W20942, Member
422554, 2017/1/1 1:35, 2017/1/1 1:42, 11th & M St NW, 7th & T St NW, W21957, Member
411596, 2017/1/1 1:35, 2017/1/1 1:42, 11th & M St NW, 7th & T St NW, W01042, Member
787630, 2017/1/1 1:36, 2017/1/1 1:50, 11th & F St NW, 6th & K St NE, W00273, Member
777501, 2017/1/1 1:37, 2017/1/1 1:50, Prince St & Union St, Potomac Greens Dr & Slaters Ln, W22817, Casual
758338, 2017/1/1 1:37, 2017/1/1 1:50, Prince St & Union St, Potomac Greens Dr & Slaters Ln, W21763, Member
594281, 2017/1/1 1:37, 2017/1/1 1:47, 7th & R St NW / Shaw Library, 5th & K St NW, W22093, Member
263971, 2017/1/1 1:39, 2017/1/1 1:43, 17th St & Massachusetts Ave NW, Thomas Circle, W21740, Member
403582, 2017/1/1 1:41, 2017/1/1 1:47, Massachusetts Ave & Dupont Circle NW, 22nd & I St NW / Foggy Bottom, W01263, Member
194930, 2017/1/1 1:41, 2017/1/1 1:44, 14th & Harvard St NW, 14th & V St NW, W22908, Member
384569, 2017/1/1 1:41, 2017/1/1 1:48, 10th & U St NW, 17th & Corcoran St NW, W01110, Member
521473, 2017/1/1 1:42, 2017/1/1 1:51, 7th & R St NW / Shaw Library, 15th & P St NW, W22403, Member
1284259, 2017/1/1 1:45, 2017/1/1 2:07, Henry Bacon Dr & Lincoln Memorial Circle NW, Jefferson Memorial, W20583, Casual
1282799, 2017/1/1 1:45, 2017/1/1 2:07, Henry Bacon Dr & Lincoln Memorial Circle NW, Jefferson Memorial, W22798, Casual
429555, 2017/1/1 1:46, 2017/1/1 1:53, 11th & M St NW, 17th & Corcoran St NW, W20558, Member
842984, 2017/1/1 1:46, 2017/1/1 2:00, 7th & T St NW, Gallaudet / 8th St & Florida Ave NE, W21957, Member
373626, 2017/1/1 1:46, 2017/1/1 1:53, 7th & R St NW / Shaw Library, 17th & Corcoran St NW, W01005, Member
263077, 2017/1/1 1:48, 2017/1/1 1:53, 21st St N & N Pierce St, Lynn & 19th St North, W20119, Member
491993, 2017/1/1 1:50, 2017/1/1 1:58, 1st & Rhode Island Ave NW, 14th & Rhode Island Ave NW, W00246, Member
360242, 2017/1/1 1:51, 2017/1/1 1:57, Eastern Market / 7th & North Carolina Ave SE, 11th & H St NE, W00552, Member
252941, 2017/1/1 1:51, 2017/1/1 1:55, Columbus Circle / Union Station, 8th & F St NE, W22877, Member
424723, 2017/1/1 1:51, 2017/1/1 1:58, 7th & T St NW, 1st & O St NW, W22524, Member
665660, 2017/1/1 1:52, 2017/1/1 2:03, Ballston Metro / N Stuart & 9th St N, Kennebec St & 11th St N, W21938, Member
206352, 2017/1/1 1:53, 2017/1/1 1:56, 17th & Corcoran St NW, 14th & R St NW, W21245, Member
170890, 2017/1/1 1:54, 2017/1/1 1:57, Adams Mill & Columbia Rd NW, California St & Florida Ave NW, W22439, Member
2792306, 2017/1/1 1:54, 2017/1/1 2:41, 17th & K St NW / Farragut Square, 11th & F St NW, W22370, Casual
1335411, 2017/1/1 1:55, 2017/1/1 2:17, Columbus Circle / Union Station, 18th & R St NW, W22295, Member
390670, 2017/1/1 1:55, 2017/1/1 2:02, Columbia Rd & Belmont St NW, 16th & Irving St NW, W22444, Member
336956, 2017/1/1 1:55, 2017/1/1 2:01, "LEnfant Plaza / 7th & C St SW", 4th & M St SW, W00047, Member
1382720, 2017/1/1 1:56, 2017/1/1 2:19, Florida Ave & R St NW, Florida Ave & R St NW, W01269, Member
1138664, 2017/1/1 1:59, 2017/1/1 2:18, 18th St & Wyoming Ave NW, 5th St & Massachusetts Ave NW, W20253, Casual
550439, 2017/1/1 2:00, 2017/1/1 2:09, 17th & K St NW / Farragut Square, 14th & V St NW, W20098, Member
304774, 2017/1/1 2:01, 2017/1/1 2:06, Market Square / King St & Royal St, Madison & Fairfax St, W21126, Casual
291410, 2017/1/1 2:01, 2017/1/1 2:06, Market Square / King St & Royal St, Madison & Fairfax St, W22634, Casual
373912, 2017/1/1 2:03, 2017/1/1 2:09, 3rd & M St NE, 4th & W St NE, W20832, Member
315360, 2017/1/1 2:03, 2017/1/1 2:09, 16th & R St NW, 22nd & P ST NW, W23205, Member
881499, 2017/1/1 2:04, 2017/1/1 2:18, 1st & K St SE, 3rd & H St NW, W22693, Member
1077465, 2017/1/1 2:04, 2017/1/1 2:22, 5th & K St NW, Lincoln Park / 13th & East Capitol St NE , W00619, Member
1969168, 2017/1/1 2:05, 2017/1/1 2:38, 14th & Girard St NW, 14th & R St NW, W20326, Member
1941576, 2017/1/1 2:05, 2017/1/1 2:38, 14th & Girard St NW, 14th & R St NW, W21632, Member
494333, 2017/1/1 2:06, 2017/1/1 2:14, New Hampshire Ave & T St NW, 11th & M St NW, W22141, Member
194108, 2017/1/1 2:06, 2017/1/1 2:10, California St & Florida Ave NW, 14th & V St NW, W00441, Member
1005184, 2017/1/1 2:07, 2017/1/1 2:24, 11th & S St NW, Gallaudet / 8th St & Florida Ave NE, W01001, Member
282162, 2017/1/1 2:13, 2017/1/1 2:17, 16th & Harvard St NW, 14th & V St NW, W00210, Member
327977, 2017/1/1 2:13, 2017/1/1 2:18, 3rd & M St NE, Neal St & Trinidad Ave NE, W20177, Member
192052, 2017/1/1 2:13, 2017/1/1 2:16, 15th & Euclid St  NW, 14th & Harvard St NW, W21025, Member
549896, 2017/1/1 2:13, 2017/1/1 2:22, 17th & Corcoran St NW, 11th & S St NW, W20936, Member
535712, 2017/1/1 2:14, 2017/1/1 2:22, California St & Florida Ave NW, 16th & Irving St NW, W21822, Member
389580, 2017/1/1 2:14, 2017/1/1 2:20, 7th & T St NW, 16th & R St NW, W22048, Member
2421614, 2017/1/1 2:15, 2017/1/1 2:55, 1st & Rhode Island Ave NW, 1st & Rhode Island Ave NW, W22788, Member
1514619, 2017/1/1 2:15, 2017/1/1 2:40, 21st St N & N Pierce St, Henry Bacon Dr & Lincoln Memorial Circle NW, W21826, Casual
459173, 2017/1/1 2:19, 2017/1/1 2:26, New Jersey Ave & R St NW, 3rd & M St NE, W00068, Member
368238, 2017/1/1 2:21, 2017/1/1 2:27, 3rd & H St NW, 5th & K St NW, W22693, Member
482715, 2017/1/1 2:23, 2017/1/1 2:31, 11th & Kenyon St NW, 12th & U St NW, W20961, Member
603317, 2017/1/1 2:24, 2017/1/1 2:34, 18th St & Wyoming Ave NW, New Hampshire Ave & 24th St NW, W01313, Member
97662, 2017/1/1 2:24, 2017/1/1 2:25, Columbus Circle / Union Station, 2nd & G St NE, W21577, Member
832403, 2017/1/1 2:24, 2017/1/1 2:38, 7th & T St NW, 14th & Harvard St NW, W20665, Member
286028, 2017/1/1 2:25, 2017/1/1 2:30, 4th & M St SW, 4th & E St SW, W22795, Member
472385, 2017/1/1 2:25, 2017/1/1 2:33, 17th & Corcoran St NW, 15th & Euclid St  NW, W22181, Member
1335683, 2017/1/1 2:25, 2017/1/1 2:48, 16th & Harvard St NW, Lynn & 19th St North, W22038, Member
205324, 2017/1/1 2:26, 2017/1/1 2:29, 4th & M St SW, 4th & E St SW, W23128, Member
1144183, 2017/1/1 2:27, 2017/1/1 2:46, Potomac & Pennsylvania Ave SE, 3rd & H St NE, W20287, Member
563711, 2017/1/1 2:28, 2017/1/1 2:38, 18th St & Wyoming Ave NW, 7th & T St NW, W21137, Member
1691906, 2017/1/1 2:28, 2017/1/1 2:57, Jefferson Memorial, 10th & K St NW, W22798, Casual
1393411, 2017/1/1 2:29, 2017/1/1 2:52, 14th & Upshur St NW, 11th & M St NW, W22621, Member
1393997, 2017/1/1 2:29, 2017/1/1 2:52, 14th & Upshur St NW, 11th & M St NW, W21899, Member
1661584, 2017/1/1 2:29, 2017/1/1 2:56, Jefferson Memorial, 10th & K St NW, W20583, Casual
1499916, 2017/1/1 2:32, 2017/1/1 2:57, Park Rd & Holmead Pl NW, New York Ave & Hecht Ave NE, W21350, Member
505621, 2017/1/1 2:33, 2017/1/1 2:41, King St Metro North / Cameron St, Franklin & S Washington St, W21731, Member
303968, 2017/1/1 2:35, 2017/1/1 2:40, D St & Maryland Ave NE, 6th & K St NE, W21504, Member
664577, 2017/1/1 2:39, 2017/1/1 2:50, Thomas Circle, 14th & V St NW, W22195, Member
275737, 2017/1/1 2:39, 2017/1/1 2:44, 4th & E St SW, 4th & M St SW, W22795, Member
240132, 2017/1/1 2:39, 2017/1/1 2:43, 4th & E St SW, 4th & M St SW, W21546, Member
424313, 2017/1/1 2:40, 2017/1/1 2:47, Calvert St & Woodley Pl NW, 18th St & Wyoming Ave NW, W22015, Member
384377, 2017/1/1 2:41, 2017/1/1 2:47, Calvert St & Woodley Pl NW, 18th St & Wyoming Ave NW, W21593, Member
258851, 2017/1/1 2:42, 2017/1/1 2:47, 7th & T St NW, 3rd & Elm St NW, W21137, Member
224164, 2017/1/1 2:43, 2017/1/1 2:47, 10th & Florida Ave NW, 14th & Belmont St NW, W21989, Member
239758, 2017/1/1 2:44, 2017/1/1 2:48, 20th St & Florida Ave NW, 22nd & P ST NW, W22964, Member
547270, 2017/1/1 2:45, 2017/1/1 2:54, 6th & H St NE, Lincoln Park / 13th & East Capitol St NE , W22422, Member
396145, 2017/1/1 2:46, 2017/1/1 2:52, 6th & S Ball St, 23rd & Crystal Dr, W22416, Member
892106, 2017/1/1 2:47, 2017/1/1 3:02, 11th & Kenyon St NW, 3000 Connecticut Ave NW / National Zoo, W20500, Member
394676, 2017/1/1 2:49, 2017/1/1 2:56, 7th & T St NW, New Jersey Ave & N St NW/Dunbar HS, W01042, Member
1034431, 2017/1/1 2:51, 2017/1/1 3:08, 11th & H St NE, 1st & Rhode Island Ave NW, W21860, Member
715284, 2017/1/1 2:52, 2017/1/1 3:04, Virginia Square Metro / N Monroe St & 9th St N, Key Blvd & N Quinn St, W01373, Member
3784635, 2017/1/1 2:55, 2017/1/1 3:59, 14th & V St NW, 22nd & P ST NW, W01162, Member
558451, 2017/1/1 2:56, 2017/1/1 3:06, 18th & R St NW, New Hampshire Ave & 24th St NW, W00134, Member
3727761, 2017/1/1 2:56, 2017/1/1 3:59, 14th & V St NW, 22nd & P ST NW, W21538, Member
351678, 2017/1/1 2:57, 2017/1/1 3:03, 15th & Euclid St  NW, Harvard St & Adams Mill Rd NW, W21976, Member
494308, 2017/1/1 2:57, 2017/1/1 3:05, 18th St & Wyoming Ave NW, Lamont & Mt Pleasant NW, W01310, Member
280544, 2017/1/1 2:58, 2017/1/1 3:02, 7th & R St NW / Shaw Library, 11th & M St NW, W22523, Member
320084, 2017/1/1 2:58, 2017/1/1 3:03, 18th St & Wyoming Ave NW, 20th & O St NW / Dupont South, W01262, Member
421373, 2017/1/1 2:58, 2017/1/1 3:05, Georgia & New Hampshire Ave NW, 10th & U St NW, W22478, Member
288801, 2017/1/1 2:59, 2017/1/1 3:04, Massachusetts Ave & Dupont Circle NW, 25th St & Pennsylvania Ave NW, W21215, Member
711680, 2017/1/1 3:00, 2017/1/1 3:12, Henry Bacon Dr & Lincoln Memorial Circle NW, Georgetown Harbor / 30th St NW, W21826, Casual
131132, 2017/1/1 3:01, 2017/1/1 3:03, 16th & Irving St NW, Lamont & Mt Pleasant NW, W21822, Member
148652, 2017/1/1 3:04, 2017/1/1 3:07, 4th & E St SW, 4th & M St SW, W20518, Member
1066840, 2017/1/1 3:07, 2017/1/1 3:25, 7th & F St NW / National Portrait Gallery, Georgia Ave and Fairmont St NW, W21520, Member
471360, 2017/1/1 3:09, 2017/1/1 3:17, 18th St & Wyoming Ave NW, 10th & U St NW, W22015, Member
464065, 2017/1/1 3:10, 2017/1/1 3:17, 20th & O St NW / Dupont South, C & O Canal & Wisconsin Ave NW, W00288, Member
6621457, 2017/1/1 3:15, 2017/1/1 5:06, North Capitol St & G Pl NE, Adams Mill & Columbia Rd NW, W20055, Casual
640911, 2017/1/1 3:17, 2017/1/1 3:28, 11th & Kenyon St NW, 9th & Upshur St NW, W23227, Member
200888, 2017/1/1 3:20, 2017/1/1 3:23, Eastern Market Metro / Pennsylvania Ave & 7th St SE, 3rd & G St SE, W20230, Member
256833, 2017/1/1 3:24, 2017/1/1 3:29, 39th & Veazey St NW, Connecticut & Nebraska Ave NW, W01258, Member
1225069, 2017/1/1 3:29, 2017/1/1 3:50, Washington & Independence Ave SW/HHS, Smithsonian-National Mall / Jefferson Dr & 12th St SW, W20346, Member
1115241, 2017/1/1 3:32, 2017/1/1 3:51, California St & Florida Ave NW, 11th & M St NW, W22439, Member
5918590, 2017/1/1 3:34, 2017/1/1 5:12, Wisconsin Ave & Newark St NW, 47th & Elm St, W20616, Casual
