演员, 类型, 整理后剧名, 上映时间, 语言, 评分, 地区, 导演, 差评数, 评分人数, 播放量, 好评数
杨童舒/任程伟/蒋恺/贾妮/李敏/翟乃社/陈东/谢文元, 家庭剧/言情剧/都市/粤语电视剧, 悲情红与黑, 2002.0, 国语, 5.5, 内地, 龚朝, 100.0, 220.0, 675000.0, 120.0
杨童舒/元彪/童安格/杨明娜/张庭/李志希, 剧情/宫廷剧/历史剧/古装剧/年代剧/粤语电视剧/超清1080P, 少林7嵌, 2001.0, 国语, 6.0, 内地, 苏沅峰/张艺腾, 557.0, 1407.0, 5310000.0, 850.0
杨童舒/张铎/王丽云/翟万臣/隋俊波/王同辉/白志迪/朱琛/李野萍, 青春剧/家庭剧/言情剧/粤语电视剧/超清1080P, 家有公婆, 2009.0, 国语, 8.1, 内地, 王硕, 7441.0, 39974.0, 124000000.0, 32533.0
杨童舒/王亚楠/王刚/傅艺伟/张安安, 言情剧/剧情/都市/粤语电视剧/超清1080P, 都市情感, 1999.0, 国语, 5.5, 内地, 刘瀚民/王彪, 170.0, 375.0, 1040000.0, 205.0
杨童舒/贾一平/王志飞/洪剑涛, 剧情/都市/悬疑剧/粤语电视剧, 撞车, 2008.0, 国语, 5.6, 内地, 梦继, 133.0, 303.0, 967000.0, 170.0
杨舒/秦子越/刘小锋/孙鹏滨/李思博/张晨光/傅淼/端木崇慧/王妍苏/丁子玲/郑茜, 军旅剧/粤语电视剧/超清1080P, 野山鹰, 2015.0, 国语, 7.0, 内地, 虎子/张文东, 64263.0, 210935.0, 662000000.0, 146672.0
杨金赐/关凌/杨洋（快女长沙30强）/尹熙水/REBORN组合, 喜剧/都市/网络剧/粤语电视剧/超清1080P, 逗比先生之逗比老爸, 2014.0, 国语, 7.0, 内地, 飞麦品, 2512.0, 8262.0, 14660000.0, 5750.0
杨阳/刘家良/褚栓忠/王丽涵/虞路/刘超/李景儿/李嘉桐/尚铁龙, 家庭剧/言情剧/农村剧/剧情/粤语电视剧/超清1080P, 翠兰的爱情, 2014.0, 国语, 7.5, 内地, 牛建荣, 5520.0, 22253.0, 45740000.0, 16733.0
林以真/澎恰恰/孙兴/戈伟如/白冰冰/李又麟, 喜剧/言情剧/剧情/都市/粤语电视剧/超清1080P, 家有仙妻, 1991.0, 国语, 8.2, 内地, 伍宗德, 467.0, 2596.0, 4310000.0, 2129.0
林佑威/李毓芬/杨晨/李欣聪/温升豪/陈懿/刘洁/张佩华/余娅/顾艳/邵传勇, 青春剧/言情剧/偶像剧/粤语电视剧/超清1080P, 涛女郎, 2014.0, 国语, 7.7, 内地, 张孝正, 47281.0, 206855.0, 191000000.0, 159574.0
林心如/任泉/谭俊彦/丁文琪, 言情剧/剧情/都市/粤语电视剧/超清1080P, 巴黎恋歌, 2006.0, 国语, 6.7, 内地, 周晓鹏, 1478.0, 4447.0, 5470000.0, 2969.0
林心如/李依晓/周一围/寇振海/李继春/范雨林, 剧情/偶像剧/悬疑剧/粤语电视剧/超清1080P, 独家披露, 2014.0, 国语, 8.4, 内地, 高希希, 2180.0, 13399.0, 19670000.0, 11219.0
林心如/霍建华/郝蕾/孙兴/李立群/郑罗茜/吕洋/黄勐, 青春剧/言情剧/粤语电视剧/超清1080P, 地下铁, 2006.0, 国语, 8.9, 内地, 陈家霖/张敏, 6644.0, 60941.0, 30010000.0, 54297.0
林志颖/何美钿/胡可/午马/李宗翰/陈怡蓉, 言情剧/古装剧/偶像剧/粤语电视剧, 书剑情侠柳3变, 2004.0, 国语, 7.2, 内地, 陈浩威, 1566.0, 5645.0, 5860000.0, 4079.0
林更新/林允儿/金桢勋/贾青/邹兆龙/高以翔/古力娜扎/孙骁骁/赵韩樱子/严屹宽/范雨林/杜奕衡/杨W/于荣光/张晓晨/张鹰/刘流, 言情剧/历史剧/古装剧/偶像剧/粤语电视剧/超清1080P, 武神赵子龙, 2016.0, 国语, 8.1, 内地, 袁英明/程力栋/国建勇, 19515.0, 102109.0, 196000000.0, 82594.0
林永健/于明加/丹尼斯·吴/王汀/杨昆/代乐乐/黄一山/周冬齐, 喜剧/言情剧/剧情/都市/粤语电视剧/超清1080P, 桃花运, 2015.0, 国语, 7.8, 内地, 刘新, 23778.0, 109261.0, 297000000.0, 85483.0
林永健/姚芊羽/周冬齐/王汀/白志迪/刘新/支一/张衣/孙天宇/李珠实, 家庭剧/剧情/都市/粤语电视剧/超清1080P, 暖男的爱情与战争, 2015.0, 国语, 8.1, 内地, 刘新, 2250.0, 12081.0, 36630000.0, 9831.0
林永健/李健/李小萌/郭广平/李依玲/陈瑾/韩童生/范明/王一B/赵熠洋, 喜剧/农村剧/粤语电视剧/超清1080P, 小镇大法官, 2016.0, 国语, 8.1, 内地, 梦继, 3803.0, 20358.0, 69550000.0, 16555.0
林永健/李曼/宋允皓/鸿利/王同辉/刘金山/何虑/曹骏/宫筱轩/柴铭洋, 军旅剧/历史剧/年代剧/粤语电视剧/超清1080P, 怒放, 2015.0, 国语, 7.8, 内地, 刘新, 7401.0, 34347.0, 110000000.0, 26946.0
林永健/牛莉/何洁/何赛飞/李菁菁/周炜/陈一诺/王龙华/英壮, 喜剧/家庭剧/言情剧/粤语电视剧/超清1080P, 新女婿时代, 2012.0, 国语, 6.0, 内地, 王小康, 27.0, 67.0, 458000.0, 40.0
林津锋/刘蕾/马僮/牛乐, 家庭剧/言情剧/剧情/都市/粤语电视剧/超清1080P, 南北有情天, 1998.0, 国语, 5.8, 内地, 石伟, 320.0, 763.0, 1330000.0, 443.0
林珍钊/杨帆, 喜剧/网络剧/粤语电视剧/超清1080P, 国产大英雄, 2015.0, 国语, 6.0, 内地, 林珍钊, 3266.0, 8229.0, 6490000.0, 4963.0
林申/朱杰/沈陶然/刘莉莉/林继东/赵玲琪/李光复/马书良, 青春剧/家庭剧/言情剧/偶像剧/粤语电视剧/超清1080P, 独生子, 2014.0, 国语, 7.7, 内地, 李威, 10294.0, 43974.0, 118000000.0, 33680.0
林继东/苗圃/徐囡楠/谭洋/杜源/储智博/林家川, 剧情/年代剧/粤语电视剧/超清1080P, 我的铁血金戈梦, 2015.0, 国语, 7.7, 内地, 王伟民, 6827.0, 29162.0, 135000000.0, 22335.0
柳云龙/李小冉/张蓓蓓/任泽巍/陶瑞, 剧情/谍战剧/粤语电视剧/超清1080P, 功勋, 2007.0, 国语, 6.6, 内地, 成浩, 913.0, 2684.0, 9060000.0, 1771.0
柳云龙/杨雪/张嘉译/张恒/田小洁/李晨, 悬疑剧/家庭剧/剧情/都市/粤语电视剧, 变脸, 2004.0, 国语, 7.1, 内地, 董志强, 207.0, 719.0, 902000.0, 512.0
柴碧云/江宏恩/张承/夏侯琪誉/张慧/王一鸣/李明/周德华/杜奕衡/傅程鹏, 军旅剧/剧情/年代剧/粤语电视剧/超清1080P, 猛兽列车, 2014.0, 国语, 8.1, 内地, 黄文利, 2860.0, 14996.0, 56980000.0, 12136.0
格伦·克洛斯, 罪案剧/剧情/悬疑剧/粤语电视剧/超清1080P, 裂痕4, 2011.0, 英语, 6.8, 美剧, 艾伦·寇尔特, 379.0, 1190.0, 1010000.0, 811.0
格伦·克洛斯/萝丝·拜恩/特德·丹森/泰特·多诺万, 罪案剧/剧情/粤语电视剧/悬疑剧/超清1080P, 裂痕5, 2012.0, 英语, 6.6, 美剧, 艾伦·寇尔特, 366.0, 1076.0, 759000.0, 710.0
梁冠华/刘桦/阎青/张大礼, 喜剧/家庭剧/粤语电视剧, 家和万事兴之抬头见喜, 2007.0, 国语, 4.9, 内地, 吕国宾, 143.0, 283.0, 269000.0, 140.0
梁冠华/张子健/吕中/曲栅栅/须乾/赵志刚/严燕生/徐晓贝/祝延平, 罪案剧/历史剧/古装剧/悬疑剧/粤语电视剧/超清1080P, 神探狄仁杰, 2004.0, 国语, 9.3, 内地, 钱雁秋, 1664.0, 23952.0, 32090000.0, 22288.0
梁冠华/张永强/董璇/刘蕾/赵毅, 古装剧/剧情/粤语电视剧/超清1080P, 大宋奇案, 2005.0, 国语, 7.3, 内地, 钱雁秋/张文玲, 632.0, 2364.0, 5170000.0, 1732.0
梁天/陈丽娜/于洋/李明珠, 家庭剧/言情剧/剧情/都市, 不谈爱情, 2006.0, 国语, 5.8, 内地, 梁天, 305.0, 732.0, 1820000.0, 427.0
梁家仁/蔡晓仪/汤镇业/宋本中, 罪案剧/言情剧/剧情, 天下有情之火太阳, 2005.0, 国语, 5.0, 内地, 梁家仁, 122.0, 242.0, 907000.0, 120.0
梁爱琪/鲁诺/卢思思/齐志/杨青/陈希光/康静/徐岑子/魏翔/夏力薪, 青春剧/言情剧/都市/粤语电视剧/超清1080P, 小男人遇上大女人, 2013.0, 国语, 7.3, 内地, 杨影, 4166.0, 15389.0, 28070000.0, 11223.0
梁馨/张博/李彪/鲍大志, 罪案剧/剧情/粤语电视剧, 天网情网, 2001.0, 国语, 5.8, 内地, 曲立君, 68.0, 160.0, 591000.0, 92.0
梅婷/冯远征, 言情剧/剧情/都市/粤语电视剧, 平安是福, 2003.0, 国语, 6.2, 内地, 谢鸣晓, 482.0, 1271.0, 1340000.0, 789.0
梅婷/李立群/袁苑/刘佩琦/林京来/韩雯雯, 家庭剧/言情剧/剧情/粤语电视剧, 让爱重来, 2002.0, 国语, 6.4, 内地, 吴晓耕, 591.0, 1642.0, 1690000.0, 1051.0
梅婷/王志飞/高明/王奎荣/白荟, 军旅剧/谍战剧/悬疑剧/粤语电视剧/超清1080P, 刀尖上行走, 2010.0, 国语, 6.5, 内地, 高希希, 3308.0, 9353.0, 62240000.0, 6045.0
梅婷/蒋恺/白凡/张临/陈虹池, 家庭剧/剧情/都市/粤语电视剧, 绿萝花, 2002.0, 国语, 6.4, 内地, 陈应歧, 153.0, 424.0, 822000.0, 271.0
梅婷/蒋竹青/杨圣文, 家庭剧/言情剧/粤语电视剧, 谁可相依, 2003.0, 国语, 5.8, 内地, 万盛华, 427.0, 1005.0, 1340000.0, 578.0
梅婷/郭晓冬/孙桂田, 家庭剧/言情剧/剧情/都市/粤语电视剧, 玻璃婚, 2005.0, 国语, 6.2, 内地, 王平, 557.0, 1485.0, 2390000.0, 928.0
樊少皇/刘思彤/袁心冉/吕清超/崔钟/贾晓晨/魏春光, 军旅剧/言情剧/剧情/粤语电视剧/超清1080P, 兄弟们上, 2014.0, 国语, 7.3, 内地, 李珩, 13773.0, 51250.0, 166000000.0, 37477.0
樊志启/盖克/赵岩松, 农村剧/言情剧/剧情/都市/粤语电视剧, 祥和百年, 2002.0, 国语, 5.8, 内地, 安占军, 214.0, 505.0, 1500000.0, 291.0
欧阳震华/刘宏宇/李立/霍思燕/曾宝仪/蒲巴甲/张嘉倪/姚芊羽/冯绍峰/郭珍霓/袁文康/张浩天/茹萍/熊乃瑾/刘一含/袁菲/李倩/严屹宽/周一围/许还幻/李智楠, 神话剧/古装剧/粤语电视剧/超清1080P, 天师钟馗, 2010.0, 国语, 9.0, 内地, 潘文杰, 14321.0, 136974.0, 132000000.0, 122653.0
欧阳震华/沈敏/牛\xa0寞金玉婷, 喜剧/青春剧/家庭剧/粤语电视剧, 上有老, 2001.0, 国语, 6.7, 内地, 李启源, 830.0, 2512.0, 3180000.0, 1682.0
武井D/绫野刚, 罪案剧/言情剧/悬疑剧/都市/粤语电视剧/超清1080P, 全部成为f, 2014.0, 日语, 8.0, 日本, 城宝秀t/小椋久雄/小林义则, 2961.0, 14623.0, 8980000.0, 11662.0
武利平/刘蓓/宋春丽/张炬/王奎荣/莫歧/傅彪, 家庭剧/农村剧/粤语电视剧/超清1080P, 大人物李德林, 1998.0, 国语, 7.0, 内地, 丁黑, 235.0, 773.0, 3910000.0, 538.0
段奕宏/吴秀波/赵峥/左小青/王媛可/曹操/杨立新/高明/高斯/陈彦/巫迪文/夏凡/符馨尹/黄丽娅/徐婧灵/范艳/刘洁/杨梓墨/王安琪/万茜, 商战剧/年代剧/粤语电视剧/超清1080P, 上海上海, 2010.0, 国语, 9.2, 内地, 毛卫宁, 2083.0, 26457.0, 54780000.0, 24374.0
段奕宏/李光洁/裴秀彬, 历史剧/剧情/年代剧/粤语电视剧, 记忆的证明, 2004.0, 国语, 7.9, 内地, 杨阳, 128.0, 613.0, 701000.0, 485.0
段素丙, 喜剧/网络剧/粤语电视剧/超清1080P, 今天很上火之奇葩相亲, 2015.0, 国语, 5.1, 内地, 丁凤涛, 2715.0, 5558.0, 6970000.0, 2843.0
殷桃/王伟/刘佩琦/李B/王志刚, 军旅剧/历史剧/剧情/粤语电视剧/超清1080P, 红色娘子军, 2005.0, 国语, 6.7, 内地, 袁军, 275.0, 821.0, 2430000.0, 546.0
殷桃/赵子琪/祖峰/张瑶/张子萱/蔡鹭/艾茹/朱辉/邓安奇/王一楠, 青春剧/言情剧/都市/粤语电视剧/超清1080P, 时尚女编辑, 2012.0, 国语, 6.1, 内地, 滕华涛, 2544.0, 6525.0, 7570000.0, 3981.0
母丹/曹艳/代乐乐/于震/何冰, 家庭剧/言情剧/都市, 我的2008, 2006.0, 国语, 6.2, 内地, 张皓岚/林楠, 122.0, 323.0, 375000.0, 201.0
毕海峰, 剧情/年代剧/粤语电视剧/超清1080P, 小镇总理, 1988.0, 国语, 4.9, 内地, 白唐, 90.0, 178.0, 141000.0, 88.0
毛乐/张国立/朱媛媛/马以/李嘉存/王冰/宋妍/蒋耀玢/陈创/刘炎钧/方征, 历史剧/古装剧/粤语电视剧, 京城大状师, 2000.0, 国语, 7.0, 内地, 张国立, 657.0, 2205.0, 30230000.0, 1548.0
毛乐/舒畅/王冰/陶飞霏/高兰村/刘文治/薛中锐/孙宁, 言情剧/历史剧/古装剧/粤语电视剧, 大明奇才, 2005.0, 国语, 6.8, 内地, 龚艺群, 1209.0, 3782.0, 18280000.0, 2573.0
江姗/佟瑞欣/杜雨露/姜超, 家庭剧/剧情, 拯救, 2005.0, 国语, 6.6, 内地, 郭林, 43.0, 125.0, 364000.0, 82.0
江姗/柳云龙/孙思瀚/姜易宏/任伟/崔波, 罪案剧/剧情/都市/粤语电视剧, 天在上, 2003.0, 国语, 6.2, 内地, 傅东育, 49.0, 129.0, 415000.0, 80.0
江姗/汤镇宗/施丹江/梁从风, 剧情/年代剧/粤语电视剧/超清1080P, 广州教父, 1996.0, 国语, 6.4, 内地, 林义雄/蒲腾晋, 96.0, 268.0, 968000.0, 172.0
江姗/汤镇宗/钟汉良/陈筱诺, 言情剧/年代剧/粤语电视剧/超清1080P, 千丝万缕, 2002.0, 国语, 6.3, 内地, 黄以功, 708.0, 1937.0, 1970000.0, 1229.0
江姗/王雷/吴迪/苗苗/樊志启, 剧情/都市/粤语电视剧, 谁在说谎, 2004.0, 国语, 5.1, 内地, 刘二威, 159.0, 326.0, 978000.0, 167.0
江角真纪子/Becky/本田翼/安藤樱, 青春剧/剧情/都市/粤语电视剧/超清1080P, 庶务2课2013, 2013.0, 日语, 6.9, 日本, 铃木雅之, 1179.0, 3833.0, 2030000.0, 2654.0
江铠同/范逸臣/徐正曦/江若琳/刘思巍/李雅男/武嘉辉/肖涵/吴玉芳, 青春剧/言情剧/偶像剧/粤语电视剧/超清1080P, 闪亮爱, 2013.0, 国语, 8.1, 内地, 宋洋, 5829.0, 30730.0, 141000000.0, 24901.0
池贤宇/刘仁娜/金镇佑/柯得熙/陈艺瑟/东允/严孝燮/李权勋/朴英玲/赵达焕, 穿越剧/青春剧/言情剧/偶像剧/粤语电视剧/超清1080P, 仁显王后的男人, 2012.0, 国语, 8.9, 韩国, 金炳株, 13070.0, 115982.0, 81300000.0, 102912.0
汤镇业/梁家仁/洪欣, 罪案剧/言情剧/剧情/都市/粤语电视剧/超清1080P, 天下有情之天涯路, 1998.0, 国语, 5.5, 香港, 陈泽成/梁家仁, 1767.0, 3896.0, 5980000.0, 2129.0
汤镇宗/温碧霞/汤镇业, 罪案剧/剧情/都市/粤语电视剧/超清1080P, 反贪风暴, 1997.0, 国语, 5.6, 香港, 曾丽珍/陈泽成, 1557.0, 3529.0, 6890000.0, 1972.0
沈傲君/聂远/唐国强/张彤, 言情剧/历史剧/古装剧/粤语电视剧/超清1080P, 大唐情史, 2002.0, 国语, 6.7, 内地, 龚若飞, 899.0, 2742.0, 6240000.0, 1843.0
沈晓海/刘小锋/杨蕊/乐珈彤/邵桐/赵飞/郑晓宁, 谍战剧/悬疑剧/粤语电视剧/超清1080P, 铁血尖刀, 2014.0, 国语, 7.1, 内地, 王国良, 12191.0, 42046.0, 103000000.0, 29855.0
沈晓海/李依晓/陶飞霏/韩丹彤/殷桃/田子田/周放, 历史剧/剧情/年代剧/谍战剧/粤语电视剧/超清1080P, 战地花开, 2012.0, 国语, 5.7, 内地, 张晓光, 1287.0, 2987.0, 9340000.0, 1700.0
沈腾/许龄月/贾玲/曹海军/张英/孙大川/王晓/王/刘童/狄晓慧, 喜剧/家庭剧/都市/粤语电视剧/超清1080P, 你是我的眼, 2016.0, 国语, 8.7, 内地, 郑凯南/田镇, 6556.0, 48683.0, 103000000.0, 42127.0
沙溢/文清/金巧巧/黑子/张光北, 军旅剧/剧情/都市/粤语电视剧/超清1080P, 11级台阶, 2011.0, 国语, 7.6, 内地, 陈健, 280.0, 1165.0, 4020000.0, 885.0
沙溢/梁静/田雨/春夏/马浩博/梅莉那/佘南南/曹克难/侯长荣/刘沙, 喜剧/言情剧/都市/粤语电视剧/超清1080P, 我的博士老公, 2016.0, 国语, 7.9, 内地, 唐晓白, 5897.0, 27745.0, 93360000.0, 21848.0
沙溢/罗海琼/斓曦/张临/艾东/李竹/银雪/李瑞雪, 剧情/谍战剧/粤语电视剧/超清1080P, 错伏, 2015.0, 国语, 6.7, 内地, 虎子, 5284.0, 16028.0, 35770000.0, 10744.0
沙溢/胡可/王大治/邓家佳/张陆/陈明, 家庭剧/粤语电视剧/超清1080P, 闯荡, 2011.0, 国语, 10.0, 内地, 张汉杰, 29.0, 23847.0, 34640000.0, 23818.0
法拉贝/欧正群/欧正雅, 喜剧/剧情/都市/粤语电视剧, 我为车狂, 2009.0, 国语, 6.6, 内地, 张琼, 142.0, 413.0, 770000.0, 271.0
洪剑涛/周小斌/范明/沙溢/毛孩/王磊/姜超/闫妮/马以/刘圆圆(i), 喜剧/剧情/都市/粤语电视剧, 派出所的故事, 2009.0, 国语, 8.1, 内地, 洪剑涛, 728.0, 3741.0, 3890000.0, 3013.0
洪剑涛/徐永革/王奎荣/茹萍/左翎/申军谊, 罪案剧/悬疑剧/粤语电视剧, 第6个嫌疑人, 2005.0, 国语, 6.0, 内地, 王学伟, 239.0, 602.0, 2620000.0, 363.0
洪剑涛/曹艳艳/杨明娜/马伊P/白志迪/梁天, 家庭剧/剧情/都市/粤语电视剧, 2哥, 2009.0, 国语, 5.9, 内地, 梁天, 636.0, 1539.0, 3650000.0, 903.0
洪剑涛/范明/王磊/周小斌/毛孩/沙溢/姜超, 喜剧/都市/粤语电视剧/超清1080P, 炊事班的故事3, 2007.0, 国语, 9.3, 内地, 尚敬, 8033.0, 115158.0, 82930000.0, 107125.0
洪涛/庹宗华/赵铭/黄曼/洪卫/宋柳/赵艺然/葛建光, 军旅剧/历史剧/谍战剧/粤语电视剧/超清1080P, 敌后便衣队传奇, 2011.0, 国语, 6.2, 内地, 郑方南, 3055.0, 7940.0, 36260000.0, 4885.0
海清, 家庭剧/剧情/都市/粤语电视剧/超清1080P, 双面胶, 2007.0, 国语, 7.0, 内地, 滕华涛, 2284.0, 7585.0, 8120000.0, 5301.0
海清/咏梅/刘冠军/张少华/陈明昊/姚笛/林鹏, 家庭剧/言情剧/剧情/粤语电视剧, 再婚, 2007.0, 国语, 5.9, 内地, 刘家成, 587.0, 1428.0, 2990000.0, 841.0
海清/林永健/奚美娟/涂松岩/孙岩/林小凡/常玉宏/苇扉, 青春剧/言情剧/粤语电视剧/超清1080P, 王贵与安娜, 2009.0, 国语, 9.4, 内地, 滕华涛, 2260.0, 35724.0, 41130000.0, 33464.0
海陆/郑奇/刘一含/张陆/卢琳, 言情剧/剧情/年代剧/粤语电视剧/超清1080P, 追我魂魄, 2012.0, 国语, 6.8, 内地, 周友朝, 231.0, 724.0, 1970000.0, 493.0
海顿/张恒/赵恒煊/郑晓宁/王奎荣/娟子/于小磊/杨峰/赵小川/王宝光/乔杰, 军旅剧/言情剧/谍战剧/粤语电视剧/超清1080P, 尖刀出鞘, 2014.0, 国语, 7.1, 内地, 海顿, 8922.0, 30449.0, 154000000.0, 21527.0
海顿/翁虹/赵恒煊/杜旭东/赵小川/宋楚炎/宋笠娜/范哲琛/李明/李宗翰/曹力, 军旅剧/剧情/年代剧/粤语电视剧/超清1080P, 我是赵传奇, 2015.0, 国语, 8.2, 内地, 海顿, 15421.0, 88050.0, 384000000.0, 72629.0
海顿/赵恒煊/佟瑞欣/赵小熠/杨梓艺/李思思, 剧情/年代剧/谍战剧/粤语电视剧/超清1080P, 奸细, 2012.0, 国语, 6.1, 内地, 海顿, 657.0, 1678.0, 7280000.0, 1021.0
涓子/周一围/刘冠军/孙宁/奚美娟/朱琳, 家庭剧/都市/粤语电视剧/超清1080P, 临界婚姻, 2005.0, 国语, 5.8, 内地, 万盛华, 2153.0, 5073.0, 7730000.0, 2920.0
涓子/辛柏青/袁立/廖凡/阮丹宁/朱宏嘉, 商战剧/粤语电视剧, 致命邂逅, 2001.0, 国语, 7.1, 内地, 丁黑/张晓光, 495.0, 1717.0, 8470000.0, 1222.0
温兆伦/宋春丽/王洛勇/师小红/付瑶/刘晓晔, 军旅剧/谍战剧/剧情/年代剧/粤语电视剧, 爱在战火纷飞时, 2006.0, 国语, 6.0, 内地, 董亚春, 136.0, 336.0, 2750000.0, 200.0
温兆伦/陈彦行/汤镇业/李婷/宋晓娜/余迪安, 言情剧/剧情/都市/粤语电视剧/超清1080P, 天下有情之甜蜜蜜, 1998.0, 国语, 5.0, 内地, 陈泽成/梁家仁, 225.0, 451.0, 660000.0, 226.0
温兆伦/黎姿/汤镇业/梁家仁/黄志强/秦顺薏/卢奇/刘蕾, 言情剧/剧情/都市/粤语电视剧/超清1080P, 天下有情之阿福传, 1999.0, 国语, 5.7, 内地, 梁家仁/陈泽成, 121.0, 282.0, 444000.0, 161.0
温峥嵘/张明健/吕凉/梁家仁/林静/孙桂田/郭凯敏/王红舟/张颖/孙瀚文, 军旅剧/谍战剧/粤语电视剧/超清1080P, 渔岛怒潮, 2015.0, 国语, 7.0, 内地, 马玉辉, 6453.0, 21659.0, 67150000.0, 15206.0
温峥嵘/江宏恩/李修蒙/程瑶瑶/毛毅/陈莎莉/石小满/仁龙/曹凯/宫媛, 家庭剧/言情剧/年代剧/粤语电视剧/超清1080P, 如锦, 2013.0, 国语, 5.9, 内地, 陈国华/陈俊, 1497.0, 3686.0, 4720000.0, 2189.0
温峥嵘/陈昊/高明/曾黎/陆彭/黄晓娟/孙佳奇/李为民/王荧欣/蒋雯丽/姚星竹/苏丹萍, 剧情/谍战剧/粤语电视剧/超清1080P, 女人的抗战, 2015.0, 国语, 7.7, 内地, 彭景泉, 4211.0, 18676.0, 86680000.0, 14465.0
温峥嵘/陈昊/高明/曾黎/陆彭/黄晓娟/孙佳奇/李为民/王荧欣/蒋雯丽/姚星竹/苏丹萍, 剧情/谍战剧/粤语电视剧/超清1080P, 女人的抗战, 2015.0, 国语, 6.1, 内地, 彭景泉, 1641.0, 4208.0, 12050000.0, 2567.0
游大庆/覃文静/孙耀琦/杨洪武/过齐鸣/李永林/陈晓雪/梁晶晶, 军旅剧/剧情/年代剧/粤语电视剧/超清1080P, 东北剿匪记, 2015.0, 国语, 7.1, 内地, 王响伟, 9601.0, 33621.0, 162000000.0, 24020.0
滕汝骏/宫景华/许亚军/刘莉莉/何琳, 剧情/都市/农村剧/粤语电视剧/超清1080P, 1年又1年, 1998.0, 国语, 6.0, 内地, 安占军/郑晓龙, 402.0, 1015.0, 2280000.0, 613.0
潘之琳/朱梓骁/戴向宇/王笛/张璇/玛丽亚·凯克/贾晓晨/李凤绪/侯长荣/廖学秋/田丽, 都市/青春剧/言情剧/粤语电视剧/超清1080P, 茗天闪亮, 2015.0, 国语, 8.4, 内地, 于中中/陈畅, 3936.0, 24681.0, 26900000.0, 20745.0
潘仪君/张勋杰/高伊玲/葛蕾/丁小芹/刘亮佐, 喜剧/言情剧/偶像剧/粤语电视剧/超清1080P, 大老婆小老公, 2006.0, 国语, 5.8, 台湾, 汪京台/林树桥, 2446.0, 5771.0, 10230000.0, 3325.0
潘仪君/邱心志/江宏恩/宗峰岩/何建泽/王怡, 家庭剧/言情剧/古装剧/粤语电视剧, 船娘雯蔚, 2008.0, 国语, 5.8, 内地, 赖水清, 490.0, 1160.0, 2330000.0, 670.0
潘仪君/邱心志/沈晓海/何苗/潘虹/斯琴高娃/葛蕾/许还山, 古装剧/剧情/粤语电视剧/超清1080P, 无盐女, 2003.0, 国语, 6.2, 内地, 文清, 2321.0, 6186.0, 8560000.0, 3865.0
潘耀武/修庆/何音, 军旅剧/剧情/年代剧/谍战剧/粤语电视剧, 新虎口脱险, 2005.0, 国语, 5.8, 内地, 于立清, 378.0, 890.0, 3830000.0, 512.0
潘虹/何赛飞/王华英/高洋/魏巍/李沁/彭博/方子春/刘智扬, 家庭剧/言情剧/剧情/粤语电视剧/超清1080P, 保卫孙子, 2014.0, 国语, 9.0, 内地, 沈航, 1698.0, 16718.0, 17480000.0, 15020.0
潘虹/何赛飞/王华英/高洋/魏巍/李沁/彭博/方子春/刘智扬, 家庭剧/言情剧/剧情/粤语电视剧/超清1080P, 保卫孙子, 2014.0, 国语, 7.4, 内地, 沈航, 2542.0, 9692.0, 9360000.0, 7150.0
潘长江/韩兆/买红妹/张洪杰/马丽/倪景阳/曹随风/张立/王彤, 喜剧/家庭剧/都市/粤语电视剧/超清1080P, 大年初1立春, 2016.0, 国语, 8.0, 内地, 韩兆, 13353.0, 68117.0, 244000000.0, 54764.0
濮存昕/刘佩琦/严晓频/王丽云/兰岚, 家庭剧/剧情/都市/粤语电视剧, 失乐园, 2002.0, 国语, 7.8, 内地, 于庚庚, 63.0, 282.0, 416000.0, 219.0
焦恩俊/保剑锋/翁虹/邬靖靖/何美钿/陈怡蓉, 家庭剧/言情剧/年代剧/粤语电视剧/超清1080P, 南国有佳人, 2011.0, 国语, 6.8, 内地, 尤小刚, 3111.0, 9853.0, 32980000.0, 6742.0
焦恩俊/吴京/贾静雯/萧蔷, 言情剧/武侠剧/古装剧/剧情/粤语电视剧/超清1080P, 小李飞刀, 1999.0, 国语, 8.2, 内地, 袁和平/鲁晓威, 2158.0, 11749.0, 26760000.0, 9591.0
焦恩俊/吴辰君/章申/杨欣/潘慧如/陈虹, 古装剧/剧情/粤语电视剧/超清1080P, 狼侠, 2003.0, 国语, 7.7, 内地, 祝君, 3381.0, 14637.0, 46220000.0, 11256.0
焦恩俊/蔡少芬/王辉/常铖/费振翔/戚迹/高露/赵雪莹/李奕娴/张晋, 言情剧/古装剧/剧情/粤语电视剧/超清1080P, 泪痕剑, 2008.0, 国语, 8.6, 内地, 王重光, 2148.0, 15423.0, 20260000.0, 13275.0
牛莉/张国强/洪剑涛/刘小锋/英壮/郭秋成/郑伟/张龄心, 言情剧/都市/偶像剧/粤语电视剧/超清1080P, 麻辣芳邻, 2016.0, 国语, 7.6, 内地, 延艺, 11890.0, 49282.0, 178000000.0, 37392.0
牛莉/洪剑涛/周冬齐/林永健/殷桃/谭涛/陈维涵, 青春剧/家庭剧/剧情/粤语电视剧/超清1080P, 蓝天花朵, 2012.0, 国语, 8.2, 内地, 李欣凌, 210.0, 1174.0, 879000.0, 964.0
牛莉/陈述/杨佩衡, 言情剧/古装剧/粤语电视剧, 胭脂红, 2003.0, 国语, 5.5, 内地, 张戈, 377.0, 841.0, 1290000.0, 464.0
