,community_id,trade_time,days_on_market,total_price,unit_price,area_sqm,n_bed_room,n_living_room,n_kitchen,n_bathroom,building,building_type,construction_time,renovation_condition,building_structure,ladder_ratio,elevator,property_rights_for_five_years,subway,district,community_average
31832,1.11103E+12, 2016-09-05,7,5.6,94851,59.04,1,1,1,1, 高 13, 板塔结合,2003, 简装, 钢混,0.667,1,0,0, 东城,100166
14862,1.11103E+12, 2016-07-22,29,6.83,76084,89.77,3,1,1,1, 高 28, 板塔结合,2010, 精装, 钢混,0.5,1,1,1, 朝阳,89330
24825,1.11103E+12, 2016-08-25,22,8.6,48533,177.2,4,2,1,2, 中 13, 板楼,2005, 简装, 钢混,0.667,1,0,1, 朝阳,54188
12568,1.11103E+12, 2016-08-03,50,3.08,49630,62.06,1,1,1,1, 中 18, 塔楼,2006, 精装, 钢混,0.25,1,0,1, 丰台,53205
23543,1.11103E+12, 2016-09-04,36,8.16,78917,103.4,2,2,1,1, 低 23, 板塔结合,2007, 精装, 钢混,0.333,1,1,1, 西城,86631
12195,1.11103E+12, 2016-06-25,14,3.31,57406,57.66,1,2,1,1, 中 20, 塔楼,2006, 精装, 钢混,0.167,1,1,1, 朝阳,73994
10132,1.11103E+12, 2016-08-10,70,2.12,38546,55,1,0,1,1, 中 30, 塔楼,2010, 其他, 钢混,0.345,1,0,1, 海淀,56608
23213,1.11103E+12, 2016-09-20,53,13.06,72714,179.61,3,2,1,2, 顶 18, 板楼,2008, 精装, 钢混,1,1,0,1, 朝阳,80438
52295,1.11103E+12, 2016-01-31,1,6.09,47210,129,2,2,1,2, 未知 11, 塔楼,2005, 精装, 钢混,0.3,1,1,1, 朝阳,57991
15026,1.11103E+12, 2016-08-25,62,8,42995,186.07,3,2,1,2, 高 18, 板楼,2005, 精装, 钢混,1,1,0,1, 朝阳,59536
55594,1.11103E+12, 2016-04-01,1,7.6,37748,201.34,3,2,1,1, 高 24, 塔楼,2004, 其他, 钢混,1,1,1,1, 朝阳,70291
30138,1.11103E+12, 2016-08-30,6,1.09,31322,34.8,1,0,1,1, 中 21, 塔楼,2009, 其他, 钢混,0.138,1,0,1, 丰台,38915
36663,1.11103E+12, 2016-09-23,5,4,47870,83.56,3,1,1,1, 中 24, 塔楼,2000, 精装, 钢混,0.2,1,0,1, 丰台,48935
17504,1.11103E+12, 2016-07-08,4,4.05,31978,126.65,3,2,1,2, 中 24, 塔楼,2001, 精装, 钢混,0.222,1,0,1, 海淀,52911
61814,1.11103E+12, 2016-01-26,3,5.56,59364,93.66,3,1,1,1, 高 16, 塔楼,2001, 简装, 钢混,0.25,1,1,0, 海淀,81024
1268,1.11103E+12, 2016-10-29,247,4.9,55682,88,1,1,1,1, 高 19, 板塔结合,2010, 精装, 钢混,0.222,1,0,1, 海淀,60618
21251,1.11103E+12, 2016-08-07,18,3.055,50371,60.65,1,0,1,1, 高 32, 塔楼,2004, 精装, 钢混,0.273,1,1,1, 朝阳,62837
4250,1.11103E+12, 2016-07-31,113,4.66,46494,100.23,2,1,1,1, 低 10, 板楼,2003, 精装, 钢混,0.5,1,0,1, 朝阳,61359
38459,1.11103E+12, 2016-10-05,9,3.85,70552,54.57,1,0,1,1, 中 21, 板塔结合,2008, 精装, 钢混,0.4,1,0,1, 朝阳,78232
43685,1.11103E+12, 2016-12-12,42,4.85,39076,124.12,3,1,1,2, 高 6, 板楼,2005, 简装, 混合,0.5,0,1,0, 朝阳,41805
3945,1.11103E+12, 2016-07-14,100,5.15,52826,97.49,2,2,1,1, 顶 10, 板楼,2004, 简装, 钢混,0.333,1,1,1, 丰台,65719
12409,1.11103E+12, 2016-10-10,119,11.3,49490,228.33,4,1,1,1, 中 17, 塔楼,2003, 精装, 钢混,0.5,1,1,1, 朝阳,83273
23417,1.11103E+12, 2016-10-06,68,2.4,41842,57.36,1,2,1,1, 低 20, 板塔结合,2011, 精装, 钢混,0.222,1,0,1, 朝阳,52870
27504,1.11103E+12, 2016-09-13,31,4.9,64653,75.79,1,1,1,1, 低 13, 板楼,2005, 精装, 钢混,0.5,1,0,0, 朝阳,81581
28931,1.11103E+12, 2016-09-14,25,3.69,54773,67.37,1,2,1,1, 高 26, 板塔结合,2009, 精装, 钢混,0.4,1,0,0, 朝阳,54263
26392,1.11103E+12, 2016-08-18,9,3.45,53831,64.09,1,1,1,1, 低 18, 板塔结合,2004, 精装, 混合,0.25,1,1,1, 朝阳,65499
46463,1.11103E+12, 2016-12-01,2,1.445,50809,28.44,1,0,1,1, 高 10, 塔楼,2012, 其他, 钢混,0.1,1,0,0, 海淀,56762
57427,1.11103E+12, 2016-03-08,1,5.98,62625,95.49,2,1,1,1, 顶 17, 板塔结合,2004, 简装, 钢混,0.286,1,1,1, 东城,75950
13896,1.11103E+12, 2016-07-20,31,4.9,51042,96,3,1,1,1, 中 15, 板塔结合,2010, 简装, 钢混,0.5,1,0,0, 丰台,66193
7927,1.11103E+12, 2016-07-03,47,4.4,56152,78.36,2,1,1,1, 顶 19, 板楼,2006, 精装, 钢混,0.4,1,1,1, 朝阳,81582
43099,1.11103E+12, 2016-12-16,51,4.75,43816,108.41,3,1,1,1, 高 16, 板塔结合,2010, 简装, 钢混,0.667,1,1,1, 朝阳,43322
7744,1.11105E+12, 2016-07-08,54,11.1,95312,116.46,3,2,1,2, 中 16, 板楼,2013, 精装, 钢混,0.5,1,0,1, 朝阳,107540
21877,1.11103E+12, 2016-08-15,23,6.05,41255,146.65,3,2,1,2, 高 24, 塔楼,2002, 精装, 钢混,0.2,1,1,1, 丰台,52229
40609,1.11103E+12, 2016-10-24,16,4.78,61243,78.05,2,1,1,1, 高 24, 塔楼,2003, 简装, 钢混,0.25,1,1,1, 朝阳,56631
45268,1.11103E+12, 2016-11-28,11,1.768,40182,44,1,0,1,1, 中 11, 塔楼,2010, 其他, 钢混,0.154,1,0,1, 丰台,38915
55054,1.11103E+12, 2016-03-24,1,3.94,58691,67.13,1,1,1,1, 中 18, 塔楼,2007, 精装, 钢混,0.333,1,1,0, 朝阳,67038
22763,1.11103E+12, 2016-09-07,42,4.777,81159,58.86,1,1,1,1, 低 22, 塔楼,2004, 精装, 钢混,0.273,1,1,1, 东城,81362
20545,1.11103E+12, 2016-08-01,15,2.285,42647,53.58,1,1,1,1, 低 24, 塔楼,2006, 精装, 钢混,0.3,1,0,1, 丰台,50960
31381,1.11103E+12, 2016-11-14,78,7.92,49402,160.32,3,2,1,2, 中 18, 板塔结合,2009, 精装, 钢混,1,1,0,1, 朝阳,51255
66463,1.11103E+12, 2016-06-11,1,3.98,78610,50.63,1,1,1,1, 高 6, 板楼,2000, 简装, 混合,0.5,0,1,1, 西城,88803
37,1.11103E+12, 2016-08-26,569,5.4,58888,91.7,2,2,1,1, 顶 27, 塔楼,2006, 精装, 钢混,0.429,1,1,1, 朝阳,65499
1343,1.11103E+12, 2016-07-13,136,2.5,33117,75.49,1,1,1,1, 低 23, 板塔结合,2005, 其他, 钢混,0.333,1,1,0, 朝阳,56631
29511,1.11103E+12, 2016-09-24,34,4.93,73682,66.91,1,1,1,1, 中 28, 塔楼,2006, 简装, 钢混,0.25,1,1,1, 西城,89617
37752,1.11103E+12, 2016-12-28,96,5.625,66177,85,1,2,1,1, 低 18, 板楼,2001, 简装, 钢混,0.667,1,1,0, 海淀,64123
39741,1.11103E+12, 2016-10-17,13,8.24,57687,142.84,3,2,1,1, 低 13, 板楼,2000, 简装, 钢混,1,1,1,1, 朝阳,66408
28259,1.11103E+12, 2016-08-21,4,3.3,35972,91.74,2,1,1,1, 中 28, 塔楼,2011, 简装, 钢混,0.375,1,1,0, 朝阳,46072
22850,1.11103E+12, 2016-09-28,62,2.6,44805,58.03,1,1,1,1, 中 32, 塔楼,2006, 简装, 钢混,0.333,1,0,1, 朝阳,53106
47785,1.11103E+12, 2016-12-24,9,3.9,51629,75.54,2,1,1,1, 底 6, 板楼,2006, 简装, 钢混,0.5,0,1,0, 朝阳,49012
43055,1.11103E+12, 2016-12-11,47,4.2,54117,77.61,2,1,1,1, 低 9, 板塔结合,2009, 简装, 钢混,0.25,1,1,0, 朝阳,53663
20968,1.11103E+12, 2016-08-12,24,2.95,72984,40.42,1,0,1,1, 低 21, 塔楼,2005, 其他, 钢混,0.222,1,1,0, 西城,83936
18044,1.11103E+12, 2016-08-21,45,4.6,48513,94.82,2,1,1,1, 高 18, 板塔结合,2005, 简装, 钢混,0.5,1,1,0, 丰台,52046
24506,1.11103E+12, 2016-08-07,4,4.85,56540,85.78,2,1,1,1, 高 24, 塔楼,2001, 精装, 钢混,0.182,1,1,0, 海淀,61273
25276,1.11103E+12, 2016-08-12,7,9.2,60131,153,3,2,1,2, 高 6, 板楼,2000, 其他, 钢混,0.5,0,0,1, 朝阳,90867
45795,1.11103E+12, 2016-11-27,5,3.8,51540,73.73,2,1,1,1, 高 7, 板楼,2001, 精装, 混合,0.5,0,1,0, 丰台,46872
61555,1.11103E+12, 2016-01-09,1,8.1,73079,110.84,3,1,1,1, 低 24, 塔楼,2000, 简装, 钢混,0.25,1,1,1, 海淀,109300
28448,1.11103E+12, 2016-08-31,14,4.5,49763,90.43,2,1,1,1, 低 16, 板楼,2009, 精装, 钢混,0.162,1,1,1, 丰台,57950
55810,1.11103E+12, 2016-05-30,1,2.4,34940,68.69,1,1,1,1, 低 22, 塔楼,2000, 简装, 钢混,0.25,1,1,1, 朝阳,59367
44243,1.11105E+12, 2016-11-17,11,4.048,41383,97.82,3,1,0,0, 底 15, 板楼,2012, 毛坯, 钢混,0.1,0,0,1, 海淀,75604
65086,1.11103E+12, 2016-01-17,1,5.1,33593,151.82,2,1,0,2, 低 20, 塔楼,2001, 简装, 钢混,0.167,1,1,0, 西城,51378
60995,1.11103E+12, 2016-02-27,1,2.33,40014,58.23,1,1,1,1, 低 21, 塔楼,2010, 精装, 钢混,0.158,1,1,0, 海淀,77025
28496,1.11103E+12, 2016-09-12,26,4,54713,73.11,2,1,1,1, 中 6, 板楼,2002, 其他, 混合,0.5,0,0,0, 丰台,62697
46562,1.11103E+12, 2016-12-28,28,6.3,47728,132,3,1,1,1, 低 15, 板塔结合,2003, 精装, 钢混,0.4,1,1,1, 朝阳,59186
57608,1.11103E+12, 2016-03-20,1,3.42,37703,90.71,2,1,1,1, 高 12, 板塔结合,2005, 其他, 钢混,1,1,0,1, 东城,57540
22968,1.11103E+12, 2016-08-04,8,3.418,40000,85.44,2,1,1,1, 中 14, 板塔结合,2000, 精装, 钢混,0.25,0,1,0, 朝阳,51714
52944,1.11103E+12, 2016-01-13,1,3.8,44315,85.75,2,2,1,1, 中 18, 板塔结合,2006, 其他, 钢混,0.4,1,0,0, 朝阳,70693
61849,1.11103E+12, 2016-02-05,1,3.59,31029,115.7,3,2,1,2, 顶 6, 板楼,2000, 毛坯, 混合,0.333,0,1,0, 海淀,64452
8598,1.11103E+12, 2016-08-10,80,7.2,57600,125,3,2,1,2, 顶 6, 板楼,2003, 其他, 钢混,0.5,0,0,0, 海淀,70486
43612,1.11103E+12, 2016-12-16,46,5.18,59452,87.13,2,1,1,1, 中 7, 板楼,2000, 精装, 混合,0.5,0,1,1, 朝阳,56631
44935,1.11103E+12, 2016-11-20,7,6.26,51417,121.75,3,1,1,2, 顶 28, 塔楼,2001, 其他, 钢混,0.3,1,1,1, 朝阳,51672
23471,1.11103E+12, 2016-08-10,11,2.79,32824,85,2,1,1,1, 顶 6, 板楼,2003, 简装, 砖混,0.5,0,1,0, 丰台,41507
44988,1.11103E+12, 2016-12-15,32,7.15,68750,104,2,1,1,2, 低 33, 塔楼,2002, 其他, 钢混,0.3,1,1,1, 朝阳,77310
5953,1.11103E+12, 2016-07-25,87,3.23,109566,29.48,1,1,1,2, 顶 16, 塔楼,2007, 简装, 钢混,0.1,1,1,1, 西城,92360
39219,1.11103E+12, 2016-12-05,66,4.42,90593,48.79,1,0,1,1, 中 26, 塔楼,2008, 精装, 钢混,0.211,1,1,1, 西城,84448
40413,1.11103E+12, 2016-10-23,16,5.05,52924,95.42,2,2,1,1, 低 28, 板塔结合,2009, 简装, 钢混,0.4,1,1,1, 朝阳,54263
22588,1.11103E+12, 2016-08-07,12,1.62,42155,38.43,1,0,1,1, 低 17, 板塔结合,2004, 精装, 钢混,0.25,1,1,1, 丰台,48897
9087,1.11103E+12, 2016-08-14,80,2.08,80000,26,1,0,1,1, 低 20, 塔楼,2004, 精装, 钢混,0.121,1,0,1, 西城,92360
37403,1.11103E+12, 2016-09-23,2,5.05,52343,96.48,2,1,1,1, 低 21, 塔楼,2000, 简装, 钢混,0.25,1,0,0, 朝阳,56781
22664,1.11103E+12, 2016-07-31,5,7.2,42353,170,2,2,1,2, 低 31, 塔楼,2005, 精装, 钢混,0.5,1,0,1, 朝阳,51746
35168,1.11103E+12, 2016-10-30,48,2.6,49402,52.63,1,0,1,1, 高 21, 板塔结合,2006, 精装, 钢混,0.125,1,0,1, 朝阳,55275
42433,1.11103E+12, 2016-12-21,62,7.25,74889,96.81,2,2,1,1, 中 7, 板楼,2004, 精装, 混合,0.333,1,1,0, 朝阳,75868
42370,1.11105E+12, 2016-11-19,31,7.38,82238,89.74,2,2,1,2, 中 4, 板楼,2012, 精装, 钢混,0.125,1,1,1, 海淀,75604
52666,1.11103E+12, 2016-03-08,1,7.62,44850,169.9,3,1,1,2, 低 28, 塔楼,2002, 精装, 钢混,0.375,1,1,1, 朝阳,75074
12586,1.11103E+12, 2016-06-16,1,2.75,32082,85.72,2,2,1,1, 低 6, 板楼,2003, 精装, 砖混,0.5,0,1,0, 丰台,41507
53943,1.11103E+12, 2016-02-29,1,3.6,39731,90.61,2,2,1,1, 低 24, 塔楼,2009, 精装, 钢混,0.333,1,1,0, 朝阳,57709
60977,1.11103E+12, 2016-06-10,1,2.9,34619,83.77,2,2,1,1, 中 21, 塔楼,2008, 其他, 钢混,0.25,1,0,1, 丰台,50953
59864,1.11103E+12, 2016-01-31,1,2.65,29093,91.09,2,1,1,1, 中 28, 塔楼,2005, 精装, 钢混,0.231,1,1,1, 丰台,44435
20036,1.11103E+12, 2016-07-22,7,2.99,39343,76,2,1,1,1, 底 6, 板楼,2000, 精装, 混合,0.333,0,0,1, 朝阳,49380
51954,1.11103E+12, 2016-03-27,1,3.89,49898,77.96,2,1,1,1, 中 11, 板楼,2007, 简装, 钢混,0.25,1,1,1, 朝阳,59730
4409,1.11103E+12, 2016-08-04,116,14.5,78805,184,3,2,1,2, 低 19, 板楼,2007, 精装, 钢混,1,1,0,1, 朝阳,101662
59814,1.11103E+12, 2016-01-16,1,2.3,32942,69.82,1,1,1,1, 中 14, 板楼,2004, 其他, 钢混,2,1,0,1, 丰台,58737
13716,1.11103E+12, 2016-08-08,51,5.24,54824,95.58,3,2,1,1, 中 9, 板楼,2009, 精装, 钢混,0.5,1,0,0, 朝阳,62634
10786,1.11103E+12, 2016-07-16,42,4.15,46630,89,2,2,1,1, 高 14, 塔楼,2006, 精装, 钢混,0.286,1,1,0, 朝阳,57709
15382,1.11105E+12, 2016-08-14,50,6.35,45036,141,3,2,1,2, 高 6, 板楼,2012, 简装, 钢混,0.5,1,0,0, 朝阳,54794
21366,1.11103E+12, 2016-07-29,8,4.2,63016,66.65,1,1,1,1, 低 18, 板塔结合,2005, 精装, 钢混,0.167,1,1,1, 朝阳,73708
31217,1.11103E+12, 2016-09-12,15,6.15,72859,84.41,2,2,1,1, 中 20, 板塔结合,2005, 其他, 钢混,0.231,1,1,1, 朝阳,90807
52442,1.11103E+12, 2016-03-28,1,9,64744,139.01,3,2,1,2, 中 28, 板楼,2005, 精装, 钢混,1,1,1,1, 朝阳,86465
28512,1.11104E+12, 2016-09-24,37,4.6,110312,41.7,1,1,1,1, 中 19, 塔楼,2004, 精装, 钢混,0.273,1,1,1, 东城,87155
29780,1.11103E+12, 2016-09-08,16,4.95,50341,98.33,2,2,1,1, 中 21, 塔楼,2005, 精装, 钢混,0.25,1,1,0, 丰台,56964
56354,1.11103E+12, 2016-05-03,1,7.6,69566,109.25,2,1,1,1, 中 18, 板塔结合,2006, 精装, 钢混,0.667,1,1,1, 朝阳,85938
22174,1.11103E+12, 2016-08-12,19,3.05,43622,69.92,1,1,1,1, 高 21, 塔楼,2005, 精装, 钢混,0.25,1,1,0, 丰台,56964
691,1.11103E+12, 2016-08-19,234,2.05,45224,45.33,1,0,0,1, 低 20, 塔楼,2004, 简装, 钢混,0.086,1,1,1, 朝阳,59307
62019,1.11103E+12, 2016-03-12,1,4.58,74630,61.37,1,1,1,1, 顶 17, 塔楼,2007, 精装, 钢混,0.167,1,1,1, 海淀,94597
9311,1.11103E+12, 2016-08-23,87,12.38,75951,163,3,2,2,1, 中 26, 板塔结合,2014, 精装, 钢混,0.5,1,0,0, 海淀,87365
57703,1.11103E+12, 2016-04-07,1,6,83624,71.75,2,1,1,1, 中 6, 板楼,2003, 精装, 钢混,0.333,0,1,1, 东城,104241
10640,1.11103E+12, 2016-06-18,14,1.92,30477,63,1,1,1,1, 高 6, 板楼,2002, 精装, 混合,0.5,0,1,0, 丰台,41148
51754,1.11103E+12, 2016-01-31,1,3.045,28759,105.88,2,2,1,1, 高 15, 板楼,2008, 简装, 钢混,0.333,1,0,1, 朝阳,49781
29268,1.11104E+12, 2016-08-22,2,2.75,30899,89,2,1,1,1, 高 26, 塔楼,2010, 其他, 钢混,0.333,1,1,0, 朝阳,42298
7814,1.11103E+12, 2016-06-28,43,7.05,64852,108.71,2,2,1,2, 顶 25, 板塔结合,2009, 精装, 钢混,0.667,1,1,1, 朝阳,77472
25078,1.11103E+12, 2016-08-18,14,2.05,56443,36.32,1,1,1,1, 中 21, 板塔结合,2007, 精装, 钢混,0.154,1,1,1, 朝阳,66753
24391,1.11103E+12, 2016-08-10,7,1.86,71511,26.01,1,0,0,1, 顶 18, 板塔结合,2003, 精装, 钢混,0.4,1,1,1, 朝阳,75022
17038,1.11103E+12, 2016-07-22,19,2.75,33701,81.6,2,1,1,1, 中 6, 板楼,2004, 精装, 砖混,0.5,0,1,0, 朝阳,43127
47223,1.11103E+12, 2016-12-27,20,1.67,47538,35.13,1,0,1,1, 高 20, 板塔结合,2007, 精装, 钢混,0.4,1,0,1, 朝阳,34875
1113,1.11103E+12, 2016-12-29,314,8.6,66482,129.36,3,2,1,2, 低 12, 板塔结合,2009, 精装, 钢混,0.25,1,0,1, 东城,67507
23477,1.11103E+12, 2016-11-09,102,8.32,80000,104,2,2,1,2, 高 20, 塔楼,2007, 精装, 钢混,0.286,1,0,1, 朝阳,74259
44589,1.11103E+12, 2016-11-19,10,6.36,66444,95.72,3,2,1,1, 中 15, 板楼,2011, 精装, 钢混,0.5,1,0,1, 丰台,70205
46090,1.11103E+12, 2016-11-30,5,1.15,32792,35.07,1,0,0,1, 低 18, 板塔结合,2008, 其他, 钢混,0.133,1,0,1, 海淀,71598
56183,1.11103E+12, 2016-05-06,1,4.6,54259,84.78,2,1,1,1, 中 18, 塔楼,2007, 精装, 钢混,0.286,1,1,1, 朝阳,68153
59454,1.11103E+12, 2016-01-25,1,2.3,27139,84.75,1,1,1,1, 低 27, 塔楼,2010, 精装, 钢混,0.222,1,1,0, 丰台,43332
23938,1.11103E+12, 2016-08-30,30,2.304,40000,57.59,1,1,1,1, 中 6, 板楼,2005, 精装, 混合,0.5,0,1,0, 朝阳,42812
54830,1.11103E+12, 2016-03-12,1,2.26,32374,69.81,2,1,1,1, 中 28, 塔楼,2013, 其他, 钢混,0.333,1,0,0, 朝阳,49901
11363,1.11103E+12, 2016-07-25,47,7.635,81650,93.51,2,2,1,1, 中 17, 板塔结合,2007, 简装, 钢混,0.5,1,1,1, 西城,89350
41515,1.11103E+12, 2016-12-05,52,4.4,43821,100.41,2,1,1,1, 低 9, 板塔结合,2007, 精装, 钢混,0.2,1,0,0, 朝阳,48420
65598,1.11103E+12, 2016-01-30,1,4.3,87827,48.96,1,1,1,1, 高 20, 塔楼,2008, 精装, 钢混,0.143,1,1,1, 西城,92360
53301,1.11103E+12, 2016-01-25,1,3.34,37215,89.75,2,2,1,1, 中 28, 板塔结合,2009, 其他, 钢混,0.4,1,0,0, 朝阳,54263
1153,1.11103E+12, 2016-08-05,166,2.47,42587,58,1,1,1,1, 低 21, 塔楼,2005, 精装, 钢混,0.2,1,1,1, 朝阳,55339
